char01,char02,char03,char04,char05,char06,char07,char08,Valid
w,l,n,f,t,*,*,*,invalid
t,h,r,e,a,t,e,n,valid
i,x,i,*,*,*,*,*,invalid
a,z,a,l,e,a,*,*,valid
t,a,b,x,*,*,*,*,invalid
t,e,r,j,m,j,*,*,invalid
k,c,o,q,*,*,*,*,invalid
e,w,b,r,h,*,*,*,invalid
v,w,j,b,*,*,*,*,invalid
s,e,v,e,r,s,*,*,valid
p,l,u,n,k,*,*,*,valid
p,d,w,t,*,*,*,*,invalid
i,d,c,j,i,*,*,*,invalid
d,u,c,*,*,*,*,*,invalid
d,c,n,i,u,b,w,*,invalid
y,u,c,k,i,e,r,*,valid
v,a,d,h,p,*,*,*,invalid
c,h,o,o,s,e,*,*,valid
r,b,f,h,*,*,*,*,invalid
s,m,o,o,c,h,*,*,valid
e,r,m,i,n,e,*,*,valid
o,w,d,j,y,*,*,*,invalid
b,u,g,g,y,*,*,*,valid
g,v,g,*,*,*,*,*,invalid
v,s,r,x,a,q,t,*,invalid
t,f,g,*,*,*,*,*,invalid
w,o,r,r,i,e,s,*,valid
h,e,i,n,w,*,*,*,invalid
m,o,m,m,y,*,*,*,valid
i,n,t,e,r,n,e,t,valid
c,j,t,e,*,*,*,*,invalid
f,m,a,j,y,*,*,*,invalid
u,j,h,c,r,q,*,*,invalid
x,o,b,v,c,t,*,*,invalid
r,e,p,e,l,l,e,d,valid
d,y,n,a,s,t,i,c,valid
g,r,o,v,e,l,s,*,valid
b,a,r,r,a,g,e,d,valid
d,r,a,p,e,d,*,*,valid
l,x,o,p,*,*,*,*,invalid
u,x,p,q,q,b,*,*,invalid
r,p,y,y,v,*,*,*,invalid
f,i,b,u,l,a,s,*,valid
f,a,c,y,c,*,*,*,invalid
y,o,u,b,i,*,*,*,valid
d,n,j,r,*,*,*,*,invalid
m,u,c,o,u,s,*,*,valid
a,n,m,p,w,x,i,*,invalid
v,w,p,q,s,*,*,*,invalid
o,f,p,h,l,*,*,*,invalid
o,u,t,s,h,i,n,e,valid
m,e,n,o,r,a,h,s,valid
o,l,y,w,o,e,*,*,invalid
f,j,m,v,y,r,q,*,invalid
s,o,o,n,e,s,t,*,valid
u,n,i,o,n,*,*,*,valid
j,a,g,g,e,d,l,y,valid
c,h,r,o,m,e,d,*,valid
r,a,i,l,e,d,*,*,valid
s,c,a,l,p,s,*,*,valid
c,h,o,r,e,*,*,*,valid
t,k,d,k,q,e,*,*,invalid
s,c,o,w,*,*,*,*,valid
p,v,n,f,e,*,*,*,invalid
l,s,x,d,k,q,*,*,invalid
b,o,w,j,*,*,*,*,invalid
s,c,o,r,e,r,s,*,valid
b,q,s,s,*,*,*,*,invalid
r,r,p,u,x,*,*,*,invalid
w,n,s,c,x,n,*,*,invalid
j,f,s,n,*,*,*,*,invalid
x,u,o,g,*,*,*,*,invalid
f,e,n,c,e,s,*,*,valid
m,a,x,i,m,a,*,*,valid
s,e,r,f,*,*,*,*,valid
i,m,m,o,d,e,s,t,valid
m,a,m,m,a,s,*,*,valid
k,e,u,w,*,*,*,*,invalid
l,t,w,*,*,*,*,*,invalid
h,m,d,r,m,*,*,*,invalid
v,n,v,c,f,*,*,*,invalid
o,v,b,t,y,j,*,*,invalid
c,k,u,k,o,p,o,*,invalid
m,h,g,h,c,b,q,*,invalid
t,f,l,*,*,*,*,*,invalid
d,i,g,s,*,*,*,*,valid
x,y,a,b,y,c,c,*,invalid
s,e,n,a,t,e,*,*,valid
b,x,e,*,*,*,*,*,invalid
d,q,y,d,*,*,*,*,invalid
f,a,s,t,e,s,t,*,valid
n,q,i,r,*,*,*,*,invalid
g,a,u,z,y,*,*,*,valid
i,a,n,*,*,*,*,*,invalid
p,i,z,z,a,s,*,*,valid
b,n,x,n,m,s,d,*,invalid
u,s,e,*,*,*,*,*,valid
s,d,c,u,n,a,*,*,invalid
u,a,j,c,*,*,*,*,invalid
c,h,a,t,*,*,*,*,valid
s,r,q,f,l,*,*,*,invalid
s,n,d,d,c,*,*,*,invalid
p,o,t,t,y,*,*,*,valid
c,a,n,t,o,r,s,*,valid
y,a,k,b,*,*,*,*,invalid
p,e,r,n,q,l,*,*,invalid
b,r,i,g,a,d,e,*,valid
m,o,l,e,h,i,l,l,valid
f,u,n,b,*,*,*,*,invalid
e,s,a,u,*,*,*,*,invalid
t,u,x,*,*,*,*,*,invalid
o,s,r,a,i,r,j,*,invalid
y,h,u,g,i,s,*,*,invalid
n,m,l,b,b,m,o,*,invalid
a,m,o,e,b,i,c,*,valid
b,u,m,r,s,d,*,*,invalid
g,k,j,k,j,*,*,*,invalid
b,u,s,i,n,g,*,*,valid
g,b,q,*,*,*,*,*,invalid
u,r,f,v,*,*,*,*,invalid
o,r,h,b,g,b,*,*,invalid
h,e,i,r,e,s,s,*,valid
t,r,j,r,i,e,*,*,invalid
u,c,q,k,*,*,*,*,invalid
b,i,l,l,o,w,s,*,valid
r,r,s,v,b,*,*,*,invalid
f,k,h,v,*,*,*,*,invalid
n,y,e,n,*,*,*,*,invalid
a,x,c,*,*,*,*,*,invalid
d,r,a,i,*,*,*,*,invalid
a,d,b,l,u,a,*,*,invalid
a,n,k,f,c,w,*,*,invalid
s,o,f,t,e,n,*,*,valid
i,g,l,o,o,*,*,*,valid
x,w,v,*,*,*,*,*,invalid
t,y,u,*,*,*,*,*,invalid
q,l,s,e,*,*,*,*,invalid
t,d,v,n,a,w,v,*,invalid
b,u,u,a,s,b,f,*,invalid
a,q,u,a,s,*,*,*,valid
s,h,i,f,t,e,d,*,valid
s,y,l,p,*,*,*,*,invalid
c,r,y,s,t,a,l,s,valid
c,s,w,m,s,p,d,*,invalid
e,g,c,g,*,*,*,*,invalid
b,r,i,e,f,s,*,*,valid
l,u,a,a,y,d,*,*,invalid
y,x,g,h,t,n,*,*,invalid
m,d,l,a,l,r,*,*,invalid
a,t,g,i,e,o,*,*,invalid
x,j,s,t,n,*,*,*,invalid
b,e,k,g,f,w,*,*,invalid
d,o,w,s,i,n,g,*,valid
y,a,x,p,*,*,*,*,invalid
m,t,o,p,j,*,*,*,invalid
c,r,e,v,a,s,s,e,valid
a,f,c,a,e,l,*,*,invalid
a,l,c,o,a,h,n,*,invalid
i,i,f,*,*,*,*,*,invalid
j,y,p,r,a,t,*,*,invalid
b,r,o,w,n,i,s,h,valid
e,g,c,t,o,s,o,*,invalid
g,r,w,e,*,*,*,*,invalid
i,g,c,a,h,p,j,*,invalid
h,g,l,d,i,m,b,*,invalid
s,d,g,*,*,*,*,*,invalid
c,l,a,n,k,s,*,*,valid
s,a,c,h,e,m,*,*,valid
s,l,i,d,e,r,*,*,valid
k,v,u,h,x,p,*,*,invalid
r,a,w,h,i,d,e,*,valid
q,r,d,l,l,y,*,*,invalid
s,t,s,y,*,*,*,*,invalid
d,a,u,*,*,*,*,*,invalid
e,d,h,t,b,h,*,*,invalid
k,k,j,m,r,v,w,*,invalid
x,s,f,o,u,d,*,*,invalid
b,u,o,y,i,n,g,*,valid
a,q,q,u,w,*,*,*,invalid
k,e,a,*,*,*,*,*,invalid
f,r,e,e,z,e,s,*,valid
s,i,e,c,*,*,*,*,invalid
w,x,d,k,w,r,*,*,invalid
g,x,t,q,w,m,y,*,invalid
b,e,a,c,o,n,s,*,valid
s,r,r,e,*,*,*,*,invalid
r,h,k,s,*,*,*,*,invalid
p,v,h,r,u,h,*,*,invalid
m,a,y,y,q,u,*,*,invalid
d,e,w,v,m,*,*,*,invalid
i,f,d,*,*,*,*,*,invalid
l,a,r,k,i,n,g,*,valid
s,t,m,a,w,*,*,*,invalid
m,o,r,n,i,n,g,*,valid
q,q,d,u,*,*,*,*,invalid
g,u,n,s,h,o,t,s,valid
g,x,s,d,r,j,*,*,invalid
b,u,n,g,l,e,*,*,valid
d,i,s,r,o,b,e,*,valid
p,p,v,n,w,r,*,*,invalid
m,o,l,l,u,s,k,*,valid
o,o,g,s,*,*,*,*,invalid
g,o,t,*,*,*,*,*,invalid
f,a,i,n,t,*,*,*,valid
h,p,b,u,b,n,o,*,invalid
f,l,i,r,t,*,*,*,valid
x,y,t,i,y,d,o,*,invalid
s,i,m,*,*,*,*,*,invalid
x,v,q,r,a,p,*,*,invalid
b,u,j,*,*,*,*,*,invalid
b,o,b,t,a,i,l,s,valid
k,r,a,t,*,*,*,*,invalid
d,e,v,i,l,r,y,*,valid
q,x,n,p,f,i,s,*,invalid
b,j,h,o,t,x,p,*,invalid
n,p,u,n,x,g,d,*,invalid
n,a,n,n,y,*,*,*,valid
d,e,r,i,s,o,r,y,valid
i,t,e,r,a,t,o,r,valid
c,a,n,i,n,g,*,*,valid
w,i,l,d,e,r,*,*,valid
f,u,n,n,i,e,s,t,valid
x,h,e,m,s,*,*,*,invalid
p,a,s,t,e,r,n,*,valid
e,x,a,c,t,e,d,*,valid
e,l,e,c,t,e,d,*,valid
x,u,w,c,x,*,*,*,invalid
k,n,x,i,*,*,*,*,invalid
w,e,e,u,q,*,*,*,invalid
n,g,b,*,*,*,*,*,invalid
p,q,y,m,*,*,*,*,invalid
t,m,t,j,d,g,*,*,invalid
p,u,n,k,e,s,t,*,valid
r,o,s,y,*,*,*,*,valid
q,x,h,d,w,n,u,*,invalid
f,l,o,s,s,e,d,*,valid
t,h,e,i,s,t,s,*,valid
y,e,a,r,b,o,o,k,valid
o,b,d,l,*,*,*,*,invalid
g,l,p,f,*,*,*,*,invalid
q,j,q,e,j,a,e,*,invalid
d,n,c,r,*,*,*,*,invalid
v,p,o,i,*,*,*,*,invalid
b,o,n,n,i,e,s,t,valid
d,l,b,m,u,s,j,*,invalid
o,b,g,*,*,*,*,*,invalid
r,y,p,u,*,*,*,*,invalid
a,p,r,*,*,*,*,*,invalid
e,h,j,r,k,e,*,*,invalid
c,v,e,c,i,*,*,*,invalid
d,o,h,h,h,*,*,*,invalid
a,q,t,g,*,*,*,*,invalid
m,c,v,i,c,g,*,*,invalid
s,n,a,k,i,e,s,t,valid
p,f,p,b,h,*,*,*,invalid
u,p,o,*,*,*,*,*,invalid
o,u,t,r,u,n,*,*,valid
v,i,j,q,x,i,h,*,invalid
n,o,s,i,e,r,*,*,valid
b,i,n,n,a,c,l,e,valid
b,o,o,s,*,*,*,*,valid
c,h,a,r,r,e,d,*,valid
t,r,u,s,t,f,u,l,valid
g,i,c,y,m,e,*,*,invalid
o,n,w,a,r,d,s,*,valid
c,q,d,m,g,m,*,*,invalid
r,c,x,c,h,s,*,*,invalid
q,w,u,t,h,*,*,*,invalid
b,l,m,k,*,*,*,*,invalid
f,g,a,y,m,*,*,*,invalid
u,d,v,s,h,*,*,*,invalid
r,o,i,s,t,e,r,s,valid
d,u,n,s,*,*,*,*,valid
s,q,u,e,a,k,*,*,valid
g,u,s,h,i,n,g,*,valid
r,a,p,p,o,r,t,*,valid
n,u,g,g,e,t,*,*,valid
k,h,t,q,f,*,*,*,invalid
a,k,w,o,d,w,*,*,invalid
i,q,p,*,*,*,*,*,invalid
b,u,f,f,a,l,o,s,valid
q,g,h,v,*,*,*,*,invalid
i,m,g,*,*,*,*,*,invalid
h,i,w,k,l,*,*,*,invalid
o,v,l,w,j,y,*,*,invalid
i,w,q,*,*,*,*,*,invalid
s,s,l,q,g,u,*,*,invalid
q,a,q,x,x,r,e,*,invalid
k,g,n,w,k,*,*,*,invalid
n,a,h,*,*,*,*,*,invalid
d,r,e,a,m,e,r,*,valid
a,p,f,e,*,*,*,*,invalid
x,h,v,*,*,*,*,*,invalid
l,e,a,r,n,*,*,*,valid
c,i,y,s,r,e,*,*,invalid
i,c,b,n,y,j,d,*,invalid
d,u,e,l,e,d,*,*,valid
i,t,b,o,*,*,*,*,invalid
c,o,w,e,r,s,*,*,valid
u,v,a,*,*,*,*,*,invalid
i,r,f,k,o,*,*,*,invalid
c,o,k,e,d,*,*,*,valid
k,i,w,y,*,*,*,*,invalid
k,c,s,l,f,m,*,*,invalid
e,a,o,o,a,f,r,*,invalid
x,e,o,k,k,*,*,*,invalid
e,w,c,b,*,*,*,*,invalid
i,o,m,*,*,*,*,*,invalid
h,g,h,s,*,*,*,*,invalid
a,v,a,t,a,r,*,*,valid
t,e,r,k,u,t,*,*,invalid
i,l,e,g,b,k,p,*,invalid
m,x,e,q,x,u,*,*,invalid
s,l,i,c,e,s,*,*,valid
n,a,c,*,*,*,*,*,invalid
e,p,a,*,*,*,*,*,invalid
n,m,r,*,*,*,*,*,invalid
h,a,y,i,n,g,*,*,valid
d,e,c,i,b,e,l,s,valid
c,o,p,u,l,a,s,*,valid
r,m,n,o,*,*,*,*,invalid
l,e,a,f,y,*,*,*,valid
r,u,n,g,o,j,*,*,invalid
n,f,q,v,*,*,*,*,invalid
s,t,l,j,y,*,*,*,invalid
b,l,u,s,h,i,n,g,valid
g,r,i,p,e,d,*,*,valid
r,e,p,t,i,l,e,*,valid
a,u,t,h,o,r,*,*,valid
r,o,l,e,s,*,*,*,valid
m,r,q,*,*,*,*,*,invalid
u,t,s,v,*,*,*,*,invalid
a,q,d,e,*,*,*,*,invalid
u,t,m,o,s,t,*,*,valid
e,k,e,t,n,p,*,*,invalid
f,r,a,c,a,s,e,s,valid
p,l,v,q,q,k,*,*,invalid
e,x,o,g,n,r,l,*,invalid
y,k,u,*,*,*,*,*,invalid
b,r,a,n,c,h,e,s,valid
c,o,e,r,c,i,v,e,valid
h,h,e,f,x,x,*,*,invalid
b,i,s,b,*,*,*,*,invalid
o,b,t,r,u,d,e,*,valid
r,h,d,r,*,*,*,*,invalid
d,o,m,e,s,t,i,c,valid
g,k,x,y,x,f,*,*,invalid
m,o,r,t,a,l,l,y,valid
j,v,n,g,*,*,*,*,invalid
i,m,e,m,j,u,*,*,invalid
b,i,q,m,r,v,c,*,invalid
s,i,c,k,l,e,*,*,valid
v,f,e,c,*,*,*,*,invalid
d,i,r,t,*,*,*,*,valid
e,l,i,c,i,t,e,d,valid
f,o,h,s,v,u,w,*,invalid
p,w,b,j,n,x,f,*,invalid
f,r,e,e,s,*,*,*,valid
w,d,p,*,*,*,*,*,invalid
o,q,a,f,l,b,g,*,invalid
c,o,n,v,o,y,e,d,valid
r,e,s,u,l,t,*,*,valid
o,q,h,*,*,*,*,*,invalid
s,t,o,k,i,n,g,*,valid
j,j,k,o,g,d,*,*,invalid
q,k,l,f,*,*,*,*,invalid
b,u,h,r,a,l,*,*,invalid
c,b,d,c,y,i,i,*,invalid
p,u,q,x,*,*,*,*,invalid
l,o,s,i,n,g,*,*,valid
c,f,a,*,*,*,*,*,invalid
u,h,a,f,y,u,f,*,invalid
d,m,s,e,f,g,t,*,invalid
s,a,x,*,*,*,*,*,invalid
d,w,o,a,n,*,*,*,invalid
q,p,v,l,*,*,*,*,invalid
e,v,q,g,f,*,*,*,invalid
o,a,m,s,n,x,c,*,invalid
b,u,v,p,x,x,*,*,invalid
d,p,g,a,t,f,*,*,invalid
v,t,g,r,s,*,*,*,invalid
q,y,q,k,e,k,*,*,invalid
t,l,o,i,v,v,*,*,invalid
b,o,n,d,e,d,*,*,valid
s,k,k,*,*,*,*,*,invalid
w,o,o,d,s,m,e,n,valid
d,w,k,x,*,*,*,*,invalid
s,p,o,o,n,e,d,*,valid
n,k,h,i,y,a,h,*,invalid
c,k,r,t,v,*,*,*,invalid
k,e,y,*,*,*,*,*,valid
w,a,r,d,e,r,*,*,valid
x,d,o,*,*,*,*,*,invalid
s,f,q,c,j,*,*,*,invalid
p,d,l,s,g,s,*,*,invalid
v,h,e,o,n,x,f,*,invalid
c,v,t,j,a,*,*,*,invalid
w,g,x,j,h,*,*,*,invalid
h,i,p,p,i,n,g,*,valid
k,v,c,*,*,*,*,*,invalid
g,d,x,f,h,*,*,*,invalid
t,g,d,d,x,w,r,*,invalid
f,q,f,k,*,*,*,*,invalid
s,w,a,t,c,h,*,*,valid
g,m,m,c,*,*,*,*,invalid
m,y,y,l,k,*,*,*,invalid
t,o,t,a,l,i,n,g,valid
t,o,p,s,a,i,l,s,valid
x,u,g,r,*,*,*,*,invalid
v,g,c,c,v,m,i,*,invalid
j,c,j,e,b,h,p,*,invalid
p,n,y,f,*,*,*,*,invalid
g,e,m,b,u,u,*,*,invalid
w,v,m,l,p,s,*,*,invalid
e,m,e,r,a,l,d,*,valid
e,v,i,l,e,s,t,*,valid
b,u,t,a,n,e,*,*,valid
i,n,k,w,e,l,l,s,valid
t,r,i,e,d,*,*,*,valid
x,y,x,a,e,m,*,*,invalid
t,o,s,d,*,*,*,*,invalid
j,d,k,w,y,u,q,*,invalid
p,g,v,*,*,*,*,*,invalid
k,m,p,b,a,*,*,*,invalid
x,u,i,e,*,*,*,*,invalid
s,h,r,c,p,p,r,*,invalid
g,c,h,m,e,*,*,*,invalid
l,a,r,g,e,s,s,e,valid
c,a,l,v,e,*,*,*,valid
e,n,t,h,u,s,e,*,valid
f,r,o,s,t,i,l,y,valid
p,t,o,e,m,*,*,*,invalid
r,o,u,g,e,d,*,*,valid
t,o,s,t,*,*,*,*,valid
y,u,w,w,a,e,*,*,invalid
q,p,s,w,a,o,q,*,invalid
p,a,x,a,w,*,*,*,invalid
w,n,x,*,*,*,*,*,invalid
t,h,i,s,t,l,e,*,valid
s,o,u,*,*,*,*,*,invalid
t,a,r,t,*,*,*,*,valid
l,e,j,i,k,i,n,*,invalid
w,q,m,x,n,a,*,*,invalid
d,t,u,h,l,q,l,*,invalid
l,c,s,i,*,*,*,*,invalid
w,m,d,k,u,x,*,*,invalid
f,o,r,d,e,d,*,*,valid
c,a,w,p,*,*,*,*,invalid
u,h,q,y,r,c,*,*,invalid
i,q,u,a,m,s,a,*,invalid
y,c,i,c,f,*,*,*,invalid
k,i,n,g,d,o,m,*,valid
b,o,o,k,i,n,g,s,valid
l,d,v,p,k,o,*,*,invalid
b,j,v,*,*,*,*,*,invalid
y,e,l,l,*,*,*,*,valid
c,r,a,s,s,e,r,*,valid
w,c,x,b,e,h,*,*,invalid
d,a,r,k,*,*,*,*,valid
y,f,w,s,g,b,*,*,invalid
p,p,x,x,e,q,*,*,invalid
c,u,h,q,*,*,*,*,invalid
d,e,f,r,a,y,e,d,valid
q,k,a,d,e,*,*,*,invalid
d,q,q,f,*,*,*,*,invalid
d,r,y,e,r,s,*,*,valid
p,i,l,l,a,r,s,*,valid
c,l,o,d,*,*,*,*,valid
r,e,g,a,l,e,*,*,valid
m,a,m,a,*,*,*,*,valid
l,d,x,p,j,c,i,*,invalid
d,g,k,*,*,*,*,*,invalid
u,n,l,e,s,s,*,*,valid
s,l,h,i,s,*,*,*,invalid
c,q,u,v,d,r,*,*,invalid
q,p,f,h,m,e,*,*,invalid
t,h,y,m,u,s,*,*,valid
k,e,i,j,*,*,*,*,invalid
c,u,r,t,s,i,e,s,valid
h,o,m,e,*,*,*,*,valid
p,a,t,e,n,t,s,*,valid
l,s,s,n,i,k,*,*,invalid
n,x,n,o,*,*,*,*,invalid
d,i,j,d,q,*,*,*,invalid
h,y,b,x,i,*,*,*,invalid
j,k,u,f,*,*,*,*,invalid
f,a,s,t,n,e,s,s,valid
l,e,g,a,l,*,*,*,valid
p,y,v,d,g,u,*,*,invalid
d,j,x,g,y,v,x,*,invalid
u,s,t,x,o,u,*,*,invalid
c,x,m,*,*,*,*,*,invalid
a,m,j,w,g,n,a,*,invalid
g,o,y,w,w,*,*,*,invalid
b,n,x,p,w,k,*,*,invalid
g,c,i,k,l,*,*,*,invalid
w,s,q,o,n,m,b,*,invalid
x,d,h,k,l,g,*,*,invalid
g,g,i,g,m,v,u,*,invalid
s,w,i,s,h,i,n,g,valid
b,j,j,*,*,*,*,*,invalid
d,v,y,t,*,*,*,*,invalid
s,t,r,o,l,l,e,r,valid
h,c,f,y,h,j,*,*,invalid
x,j,k,r,i,*,*,*,invalid
a,n,i,b,s,*,*,*,invalid
u,c,s,j,*,*,*,*,invalid
q,q,d,*,*,*,*,*,invalid
y,y,b,*,*,*,*,*,invalid
w,w,o,q,s,u,a,*,invalid
s,p,o,k,e,n,*,*,valid
h,q,a,*,*,*,*,*,invalid
a,n,a,l,y,s,e,s,valid
g,n,x,x,i,*,*,*,invalid
f,o,d,d,k,*,*,*,invalid
c,l,a,n,g,e,d,*,valid
h,f,v,n,t,*,*,*,invalid
j,a,w,e,d,*,*,*,valid
i,y,j,g,*,*,*,*,invalid
y,o,b,p,*,*,*,*,invalid
p,a,r,i,a,h,s,*,valid
n,a,u,t,i,l,i,*,valid
s,b,c,*,*,*,*,*,invalid
f,n,f,j,l,e,*,*,invalid
g,i,g,g,l,e,s,*,valid
b,a,p,*,*,*,*,*,invalid
h,y,q,h,b,l,x,*,invalid
a,b,h,o,r,*,*,*,valid
r,e,c,e,i,v,e,d,valid
c,i,r,c,a,*,*,*,valid
f,d,h,e,*,*,*,*,invalid
s,p,a,m,s,*,*,*,valid
d,o,g,t,r,o,t,*,valid
q,l,m,s,*,*,*,*,invalid
h,n,c,t,*,*,*,*,invalid
y,a,n,m,q,*,*,*,invalid
i,x,q,b,n,*,*,*,invalid
o,f,q,j,g,l,*,*,invalid
w,q,d,*,*,*,*,*,invalid
j,y,g,t,*,*,*,*,invalid
a,g,i,t,a,t,e,d,valid
j,u,n,k,i,e,s,*,valid
g,u,h,c,*,*,*,*,invalid
g,o,x,r,s,*,*,*,invalid
u,o,i,y,v,a,*,*,invalid
c,o,n,j,u,r,e,r,valid
s,a,m,*,*,*,*,*,invalid
p,l,a,i,n,s,*,*,valid
p,k,h,d,l,*,*,*,invalid
l,a,u,r,e,l,s,*,valid
c,h,e,e,r,i,n,g,valid
c,u,b,t,x,*,*,*,invalid
l,o,r,d,l,i,e,r,valid
p,t,k,w,j,h,i,*,invalid
d,m,m,x,m,c,l,*,invalid
m,w,r,*,*,*,*,*,invalid
d,l,c,x,s,*,*,*,invalid
x,a,y,h,*,*,*,*,invalid
r,w,t,y,*,*,*,*,invalid
h,l,a,e,*,*,*,*,invalid
w,i,l,d,c,a,t,s,valid
m,l,y,t,b,*,*,*,invalid
g,i,r,d,s,*,*,*,valid
a,w,a,k,e,n,e,d,valid
r,k,o,e,o,y,*,*,invalid
s,p,o,r,i,n,g,*,valid
g,l,j,*,*,*,*,*,invalid
u,l,p,v,t,*,*,*,invalid
c,t,g,*,*,*,*,*,invalid
v,r,p,*,*,*,*,*,invalid
t,k,e,p,p,o,*,*,invalid
e,o,r,y,p,*,*,*,invalid
g,u,n,f,i,g,h,t,valid
t,i,m,o,r,o,u,s,valid
l,b,h,h,c,*,*,*,invalid
s,e,c,e,d,e,d,*,valid
w,i,c,*,*,*,*,*,invalid
a,x,v,i,u,o,*,*,invalid
c,c,k,n,t,v,s,*,invalid
w,a,c,k,o,s,*,*,valid
r,c,l,r,*,*,*,*,invalid
d,i,j,k,e,r,v,*,invalid
s,a,l,v,i,n,g,*,valid
g,b,v,p,e,t,x,*,invalid
j,e,w,e,l,s,*,*,valid
e,x,h,o,r,t,*,*,valid
p,i,q,u,a,n,c,y,valid
b,j,o,w,j,*,*,*,invalid
v,i,r,g,u,l,e,*,valid
j,j,i,o,x,v,*,*,invalid
l,o,t,*,*,*,*,*,invalid
o,u,t,t,a,k,e,*,valid
b,a,w,l,*,*,*,*,valid
j,q,r,p,*,*,*,*,invalid
x,c,t,*,*,*,*,*,invalid
p,o,o,l,*,*,*,*,valid
f,u,s,n,j,x,x,*,invalid
a,v,l,f,d,k,*,*,invalid
i,b,e,*,*,*,*,*,invalid
c,c,m,m,i,*,*,*,invalid
j,j,d,h,*,*,*,*,invalid
d,e,n,c,q,m,m,*,invalid
d,r,a,f,t,s,*,*,valid
d,w,t,h,l,h,*,*,invalid
n,h,m,b,*,*,*,*,invalid
u,p,o,*,*,*,*,*,invalid
v,x,x,a,d,h,a,*,invalid
i,c,j,u,e,*,*,*,invalid
b,b,w,e,*,*,*,*,invalid
r,a,c,i,l,y,*,*,valid
s,r,v,n,t,*,*,*,invalid
y,y,r,d,*,*,*,*,invalid
o,n,l,k,*,*,*,*,invalid
u,a,y,f,*,*,*,*,invalid
e,n,c,r,u,s,t,*,valid
o,u,j,r,i,*,*,*,invalid
i,n,p,a,g,*,*,*,invalid
i,a,i,q,o,*,*,*,invalid
a,v,f,w,n,r,p,*,invalid
u,f,f,i,*,*,*,*,invalid
u,l,t,i,m,a,t,a,valid
g,i,p,*,*,*,*,*,invalid
i,x,c,*,*,*,*,*,invalid
c,r,u,m,p,l,e,s,valid
s,k,i,c,x,*,*,*,invalid
b,l,u,e,*,*,*,*,invalid
d,u,r,a,b,l,e,*,valid
j,i,e,b,t,q,y,*,invalid
m,m,n,t,i,p,d,*,invalid
i,p,x,g,o,r,e,*,invalid
h,v,h,y,g,j,*,*,invalid
b,f,r,u,j,g,*,*,invalid
n,b,f,*,*,*,*,*,invalid
y,t,f,a,t,*,*,*,invalid
u,u,t,c,u,t,*,*,invalid
e,f,m,t,n,j,*,*,invalid
a,l,y,*,*,*,*,*,invalid
h,o,m,b,u,r,g,*,valid
b,k,l,v,b,*,*,*,invalid
w,o,n,d,e,r,s,*,valid
a,k,h,*,*,*,*,*,invalid
c,f,a,a,*,*,*,*,invalid
a,m,b,l,e,s,*,*,valid
f,l,a,w,i,n,g,*,valid
r,c,o,a,u,l,*,*,invalid
j,b,f,h,b,a,*,*,invalid
q,s,u,i,o,i,f,*,invalid
r,a,m,p,a,r,t,*,valid
t,s,e,*,*,*,*,*,invalid
k,i,o,b,x,*,*,*,invalid
x,s,o,o,g,*,*,*,invalid
s,h,k,i,x,k,*,*,invalid
e,n,h,s,c,d,*,*,invalid
i,n,n,i,n,g,s,*,valid
a,p,a,e,o,*,*,*,invalid
s,e,q,u,i,t,u,r,valid
f,x,f,s,i,x,*,*,invalid
u,d,b,k,q,r,p,*,invalid
l,o,t,i,o,n,*,*,valid
u,n,b,i,d,d,e,n,valid
e,v,w,t,*,*,*,*,invalid
b,u,y,e,r,*,*,*,valid
y,g,x,r,i,v,*,*,invalid
m,o,g,u,l,s,*,*,valid
b,i,k,e,*,*,*,*,valid
u,w,h,y,*,*,*,*,invalid
q,g,k,i,j,o,*,*,invalid
h,k,k,y,h,u,*,*,invalid
s,f,j,*,*,*,*,*,invalid
a,r,o,u,s,e,d,*,valid
s,c,r,o,l,l,*,*,valid
d,a,b,*,*,*,*,*,valid
h,e,r,b,a,l,*,*,valid
g,w,y,e,a,q,q,*,invalid
c,h,a,n,c,e,s,*,valid
f,l,a,r,e,d,*,*,valid
g,l,o,n,m,i,u,*,invalid
c,h,r,o,m,i,n,g,valid
l,g,j,p,x,v,b,*,invalid
o,b,l,j,j,*,*,*,invalid
y,y,s,*,*,*,*,*,invalid
h,j,v,*,*,*,*,*,invalid
c,r,o,c,k,e,d,*,valid
c,o,u,r,t,e,d,*,valid
e,m,o,m,*,*,*,*,invalid
t,e,m,p,l,e,*,*,valid
g,n,o,h,n,*,*,*,invalid
s,p,a,d,e,f,u,l,valid
a,w,a,r,e,*,*,*,valid
n,e,s,t,l,e,*,*,valid
m,u,h,e,i,h,c,*,invalid
m,i,n,i,c,a,m,s,valid
n,j,o,s,*,*,*,*,invalid
h,o,k,i,e,r,*,*,valid
w,n,r,b,d,*,*,*,invalid
k,t,g,b,y,*,*,*,invalid
s,j,e,h,*,*,*,*,invalid
s,u,r,r,o,u,n,d,valid
p,e,r,u,s,i,n,g,valid
f,o,f,s,*,*,*,*,invalid
c,l,a,r,i,o,n,s,valid
s,u,k,q,c,*,*,*,invalid
l,j,w,o,x,*,*,*,invalid
k,o,h,l,h,f,e,*,invalid
s,t,u,b,b,i,e,r,valid
g,w,l,u,u,p,i,*,invalid
d,s,p,e,d,c,e,*,invalid
i,t,s,*,*,*,*,*,valid
g,k,f,g,q,e,r,*,invalid
v,f,o,v,p,t,i,*,invalid
n,l,i,f,q,*,*,*,invalid
