char01,char02,char03,char04,char05,char06,char07,char08,Valid
y,l,c,o,n,r,*,*,invalid
n,m,v,h,x,x,*,*,invalid
f,l,a,c,k,s,*,*,valid
m,t,r,p,s,q,*,*,invalid
t,i,t,l,e,d,*,*,valid
j,y,b,j,e,o,*,*,invalid
p,l,a,t,e,f,u,l,valid
e,r,s,a,t,z,*,*,valid
b,r,j,j,n,*,*,*,invalid
c,a,m,i,s,o,l,e,valid
p,r,b,*,*,*,*,*,invalid
h,o,u,v,u,l,y,*,invalid
h,w,x,n,q,*,*,*,invalid
j,q,o,s,e,r,p,*,invalid
l,j,p,*,*,*,*,*,invalid
r,a,t,t,a,n,s,*,valid
b,c,t,o,q,g,x,*,invalid
u,r,g,e,s,*,*,*,valid
e,n,d,i,n,g,s,*,valid
s,y,k,u,*,*,*,*,invalid
i,q,i,s,d,*,*,*,invalid
p,i,o,a,a,h,c,*,invalid
a,l,m,o,t,*,*,*,invalid
b,r,e,a,s,t,s,*,valid
p,e,d,i,m,e,n,t,valid
v,w,x,r,w,y,e,*,invalid
d,e,c,e,i,t,*,*,valid
y,g,x,*,*,*,*,*,invalid
i,m,a,g,e,r,y,*,valid
y,w,i,t,u,u,*,*,invalid
d,g,h,m,*,*,*,*,invalid
w,y,y,*,*,*,*,*,invalid
e,r,s,a,t,z,e,s,valid
r,d,r,l,b,f,g,*,invalid
u,o,j,*,*,*,*,*,invalid
o,v,o,*,*,*,*,*,invalid
h,a,n,g,*,*,*,*,valid
w,a,n,n,a,b,e,*,valid
k,n,s,d,k,*,*,*,invalid
l,a,d,*,*,*,*,*,valid
o,c,t,a,g,o,n,*,valid
e,x,p,u,n,g,e,s,valid
t,a,r,t,a,n,s,*,valid
d,k,j,*,*,*,*,*,invalid
h,i,j,*,*,*,*,*,invalid
j,t,p,n,k,*,*,*,invalid
q,d,j,l,h,x,*,*,invalid
f,r,e,w,q,v,p,*,invalid
s,t,i,l,l,e,s,t,valid
k,t,v,a,*,*,*,*,invalid
g,r,o,o,m,*,*,*,valid
u,y,s,s,k,x,*,*,invalid
b,y,t,e,s,*,*,*,valid
q,k,q,x,d,r,*,*,invalid
a,b,i,t,o,y,y,*,invalid
h,d,m,d,j,j,*,*,invalid
s,j,o,y,v,b,n,*,invalid
a,c,r,i,d,*,*,*,valid
b,i,t,d,*,*,*,*,invalid
f,f,w,*,*,*,*,*,invalid
y,l,q,a,*,*,*,*,invalid
u,k,t,i,*,*,*,*,invalid
r,d,a,n,x,w,m,*,invalid
c,b,w,v,*,*,*,*,invalid
k,i,d,*,*,*,*,*,valid
s,t,o,k,e,r,*,*,valid
x,e,w,p,s,a,*,*,invalid
c,u,b,i,s,t,s,*,valid
v,o,r,a,j,y,x,*,invalid
f,l,a,t,t,e,d,*,valid
n,u,d,g,e,*,*,*,valid
b,m,e,x,y,n,*,*,invalid
s,l,a,k,e,d,*,*,valid
n,i,n,g,e,n,*,*,valid
q,y,t,m,b,*,*,*,invalid
m,e,r,r,i,e,s,t,valid
q,b,b,j,o,u,g,*,invalid
r,e,v,a,l,u,e,s,valid
i,m,m,u,n,i,z,e,valid
v,q,a,d,*,*,*,*,invalid
r,s,q,t,a,w,*,*,invalid
u,h,s,o,r,x,*,*,invalid
g,o,w,r,q,i,*,*,invalid
l,q,n,c,g,*,*,*,invalid
e,i,f,*,*,*,*,*,invalid
k,e,p,c,*,*,*,*,invalid
k,p,f,j,*,*,*,*,invalid
d,t,t,o,h,o,*,*,invalid
j,w,n,m,s,u,i,*,invalid
d,m,i,h,w,m,*,*,invalid
c,o,n,c,e,r,n,*,valid
h,a,n,d,s,f,u,l,valid
l,l,y,e,w,y,*,*,invalid
p,s,s,r,w,a,d,*,invalid
s,h,a,r,k,i,n,g,valid
d,r,a,w,s,*,*,*,valid
p,o,j,b,*,*,*,*,invalid
i,c,j,b,a,*,*,*,invalid
l,v,o,*,*,*,*,*,invalid
a,p,p,l,e,s,*,*,valid
e,c,l,y,*,*,*,*,invalid
k,g,b,b,x,b,y,*,invalid
t,h,r,u,w,a,y,*,valid
k,s,f,*,*,*,*,*,invalid
v,q,o,*,*,*,*,*,invalid
k,j,x,w,p,w,*,*,invalid
p,w,c,q,*,*,*,*,invalid
c,p,r,k,k,*,*,*,invalid
d,c,r,j,*,*,*,*,invalid
g,k,c,*,*,*,*,*,invalid
i,i,i,s,p,*,*,*,invalid
j,t,m,v,*,*,*,*,invalid
d,p,a,g,*,*,*,*,invalid
m,e,l,l,o,w,*,*,valid
w,r,h,a,j,*,*,*,invalid
l,v,b,s,p,s,*,*,invalid
a,l,l,o,y,*,*,*,valid
j,b,n,*,*,*,*,*,invalid
f,e,t,c,h,e,s,*,valid
q,v,w,h,f,e,*,*,invalid
q,p,k,i,q,g,*,*,invalid
q,h,k,h,f,*,*,*,invalid
o,c,h,j,*,*,*,*,invalid
l,l,a,n,o,*,*,*,valid
n,i,a,g,*,*,*,*,invalid
j,k,l,c,l,*,*,*,invalid
s,f,s,u,*,*,*,*,invalid
g,a,v,e,l,*,*,*,valid
e,q,c,h,v,i,w,*,invalid
a,n,a,l,y,z,e,r,valid
o,a,w,x,f,n,x,*,invalid
t,u,g,g,e,d,*,*,valid
s,q,o,x,o,o,u,*,invalid
c,t,k,g,*,*,*,*,invalid
t,r,e,m,o,l,o,s,valid
f,o,r,e,i,g,n,*,valid
d,e,v,o,i,d,*,*,valid
m,f,c,g,v,v,*,*,invalid
w,v,c,t,r,f,*,*,invalid
l,u,x,o,*,*,*,*,invalid
p,i,t,t,a,n,c,e,valid
b,r,i,d,l,e,*,*,valid
r,p,e,v,l,*,*,*,invalid
b,d,n,*,*,*,*,*,invalid
c,o,l,o,n,s,*,*,valid
q,c,e,l,l,p,w,*,invalid
s,t,a,r,t,e,r,s,valid
i,u,o,n,s,*,*,*,invalid
c,d,t,a,*,*,*,*,invalid
w,o,e,*,*,*,*,*,valid
c,p,h,p,j,k,n,*,invalid
f,r,d,g,*,*,*,*,invalid
n,i,w,u,b,h,*,*,invalid
w,t,q,k,j,g,*,*,invalid
t,u,r,n,o,u,t,*,valid
c,l,o,c,h,e,s,*,valid
k,u,t,s,u,*,*,*,valid
p,l,u,n,g,e,d,*,valid
a,o,w,l,q,j,*,*,invalid
p,x,n,f,w,j,e,*,invalid
t,i,h,e,n,d,*,*,invalid
o,b,x,a,*,*,*,*,invalid
g,v,o,v,g,*,*,*,invalid
c,k,p,t,*,*,*,*,invalid
j,o,k,p,*,*,*,*,invalid
n,p,n,r,i,m,*,*,invalid
c,f,c,n,v,m,h,*,invalid
e,s,o,g,v,*,*,*,invalid
e,u,r,f,d,j,j,*,invalid
a,a,k,*,*,*,*,*,invalid
s,p,o,n,g,e,r,s,valid
s,e,m,w,n,x,e,*,invalid
s,q,u,a,t,t,e,r,valid
t,h,o,r,a,c,i,c,valid
f,d,e,p,d,b,*,*,invalid
d,f,h,g,*,*,*,*,invalid
n,p,h,p,n,*,*,*,invalid
b,c,q,*,*,*,*,*,invalid
b,u,l,k,h,e,a,d,valid
g,i,z,z,a,r,d,s,valid
s,h,e,l,l,a,c,*,valid
j,s,h,*,*,*,*,*,invalid
c,o,t,r,h,j,*,*,invalid
f,v,f,i,k,v,l,*,invalid
c,h,o,r,a,l,s,*,valid
k,u,x,k,p,*,*,*,invalid
i,k,f,o,o,u,b,*,invalid
h,i,g,h,b,o,y,*,valid
n,d,r,*,*,*,*,*,invalid
b,d,r,b,u,r,*,*,invalid
j,o,h,l,o,o,p,*,invalid
y,n,y,*,*,*,*,*,invalid
s,n,n,f,*,*,*,*,invalid
e,h,r,d,i,f,*,*,invalid
d,t,k,l,e,*,*,*,invalid
i,n,p,u,t,t,e,d,valid
t,e,r,r,a,r,i,a,valid
p,a,s,s,e,d,*,*,valid
n,b,u,a,r,a,b,*,invalid
b,x,f,f,j,r,n,*,invalid
o,q,p,v,t,s,*,*,invalid
h,d,l,q,t,q,*,*,invalid
o,u,g,q,*,*,*,*,invalid
v,a,g,y,n,j,*,*,invalid
d,i,o,c,e,s,e,s,valid
m,a,g,e,*,*,*,*,valid
b,h,d,a,y,*,*,*,invalid
x,y,k,t,r,l,p,*,invalid
p,u,c,h,w,*,*,*,invalid
l,d,v,i,*,*,*,*,invalid
i,u,n,f,l,v,s,*,invalid
p,r,a,n,c,e,s,*,valid
p,l,a,y,a,c,t,*,valid
i,j,g,l,*,*,*,*,invalid
b,c,i,y,o,d,*,*,invalid
p,r,e,s,a,g,e,s,valid
p,n,o,p,x,x,n,*,invalid
a,g,v,l,*,*,*,*,invalid
r,e,n,a,m,e,*,*,valid
t,e,j,u,l,m,*,*,invalid
p,f,o,*,*,*,*,*,invalid
s,h,o,e,i,n,g,*,valid
j,u,t,e,*,*,*,*,valid
f,k,t,m,l,b,*,*,invalid
r,o,v,e,*,*,*,*,valid
f,u,r,l,o,n,g,*,valid
d,m,u,o,i,*,*,*,invalid
m,m,n,*,*,*,*,*,invalid
g,y,m,b,p,*,*,*,invalid
f,i,s,h,w,i,f,e,valid
o,c,w,m,u,*,*,*,invalid
w,n,d,t,y,i,h,*,invalid
r,e,s,i,s,t,e,r,valid
s,t,o,i,c,s,*,*,valid
h,o,n,e,s,t,e,r,valid
j,w,k,*,*,*,*,*,invalid
s,n,a,k,i,n,g,*,valid
b,u,f,a,m,*,*,*,invalid
u,t,c,*,*,*,*,*,invalid
h,o,e,v,p,*,*,*,invalid
e,r,x,b,b,j,t,*,invalid
a,i,r,h,e,a,d,s,valid
o,h,m,h,w,g,*,*,invalid
p,i,o,n,e,e,r,*,valid
v,r,l,r,q,e,*,*,invalid
j,j,u,d,l,r,*,*,invalid
n,o,n,s,e,n,s,e,valid
g,c,j,*,*,*,*,*,invalid
v,i,r,a,g,o,s,*,valid
r,r,t,y,*,*,*,*,invalid
m,o,n,a,r,c,h,y,valid
w,v,m,m,*,*,*,*,invalid
c,o,b,b,l,i,n,g,valid
h,k,n,u,p,u,*,*,invalid
v,w,m,o,f,y,*,*,invalid
n,u,q,q,c,*,*,*,invalid
o,t,o,k,o,*,*,*,valid
v,e,g,g,m,g,y,*,invalid
a,p,j,m,r,m,*,*,invalid
r,o,b,b,e,r,*,*,valid
b,i,l,k,e,d,*,*,valid
g,r,a,p,n,e,l,*,valid
p,o,m,a,d,e,d,*,valid
a,n,d,a,n,t,e,*,valid
t,r,a,d,u,c,e,d,valid
o,m,g,x,*,*,*,*,invalid
e,x,p,a,n,d,*,*,valid
h,k,v,d,*,*,*,*,invalid
t,h,i,n,k,s,*,*,valid
a,d,v,r,*,*,*,*,invalid
k,a,m,k,t,d,*,*,invalid
w,e,b,s,i,t,e,*,valid
o,l,t,x,d,x,*,*,invalid
v,s,k,q,*,*,*,*,invalid
r,a,g,g,e,d,y,*,valid
f,e,w,y,*,*,*,*,invalid
u,l,v,u,b,y,*,*,invalid
o,j,o,v,*,*,*,*,invalid
p,l,a,g,u,e,*,*,valid
d,r,o,n,i,n,g,*,valid
l,u,m,i,n,a,r,y,valid
c,o,a,c,h,e,d,*,valid
m,p,l,u,y,m,w,*,invalid
d,i,v,i,n,e,r,*,valid
b,b,h,k,*,*,*,*,invalid
n,g,c,f,y,g,*,*,invalid
a,j,x,y,d,b,*,*,invalid
a,r,a,c,h,n,i,d,valid
i,k,j,l,r,u,w,*,invalid
m,h,e,h,v,s,k,*,invalid
h,u,s,t,l,e,d,*,valid
s,n,u,g,g,l,e,d,valid
h,e,j,g,b,x,*,*,invalid
p,r,i,d,e,*,*,*,valid
d,b,u,g,*,*,*,*,invalid
b,h,q,c,s,b,w,*,invalid
m,a,s,q,u,e,s,*,valid
c,r,a,v,e,*,*,*,valid
y,j,s,c,*,*,*,*,invalid
o,e,j,*,*,*,*,*,invalid
f,p,i,t,v,*,*,*,invalid
g,e,d,v,p,t,e,*,invalid
m,a,n,u,m,i,t,*,valid
d,r,i,x,p,q,a,*,invalid
p,j,e,l,e,*,*,*,invalid
s,l,e,e,p,e,r,s,valid
o,v,s,*,*,*,*,*,invalid
w,n,r,y,g,g,h,*,invalid
w,d,c,b,e,s,*,*,invalid
e,q,d,q,u,x,*,*,invalid
o,y,k,y,*,*,*,*,invalid
r,u,f,f,l,e,*,*,valid
t,r,q,e,q,n,j,*,invalid
n,f,g,*,*,*,*,*,invalid
l,q,p,r,v,h,*,*,invalid
c,i,f,p,v,y,*,*,invalid
a,i,d,*,*,*,*,*,invalid
s,h,d,j,q,d,y,*,invalid
f,r,o,g,s,*,*,*,valid
k,i,t,s,*,*,*,*,valid
t,o,i,j,x,f,*,*,invalid
o,p,o,s,s,u,m,s,valid
d,i,v,o,t,s,*,*,valid
k,o,k,i,x,*,*,*,invalid
e,m,o,t,i,o,n,s,valid
s,u,e,*,*,*,*,*,invalid
a,s,h,*,*,*,*,*,valid
c,f,a,t,j,k,n,*,invalid
c,o,m,m,o,d,e,*,valid
g,a,e,n,x,*,*,*,invalid
v,s,r,g,*,*,*,*,invalid
w,r,y,e,s,t,*,*,valid
d,s,y,e,t,t,*,*,invalid
c,k,x,d,m,t,*,*,invalid
b,y,t,*,*,*,*,*,invalid
y,n,y,q,v,i,y,*,invalid
k,c,f,m,*,*,*,*,invalid
b,u,m,p,y,*,*,*,valid
t,o,w,e,l,l,e,d,valid
m,i,l,k,w,e,e,d,valid
n,p,e,d,j,w,*,*,invalid
c,o,u,r,s,e,s,*,valid
s,g,a,e,*,*,*,*,invalid
g,b,w,d,*,*,*,*,invalid
a,s,s,a,y,i,n,g,valid
r,e,t,u,r,n,*,*,valid
a,w,i,q,e,d,q,*,invalid
n,t,b,b,p,n,*,*,invalid
m,p,r,m,i,*,*,*,invalid
h,v,g,*,*,*,*,*,invalid
g,a,j,n,*,*,*,*,invalid
v,l,k,n,i,w,c,*,invalid
j,v,u,r,*,*,*,*,invalid
b,e,h,o,l,d,e,r,valid
s,t,u,p,i,d,e,r,valid
d,q,r,f,k,n,*,*,invalid
l,r,y,*,*,*,*,*,invalid
y,p,t,p,w,m,*,*,invalid
y,k,g,x,*,*,*,*,invalid
i,m,p,a,i,r,e,d,valid
n,o,o,b,m,b,*,*,invalid
p,a,r,t,i,z,a,n,valid
u,i,c,d,*,*,*,*,invalid
o,m,u,b,*,*,*,*,invalid
d,e,l,u,g,e,s,*,valid
y,y,e,*,*,*,*,*,invalid
y,d,y,o,f,u,*,*,invalid
b,i,p,l,a,n,e,s,valid
n,k,q,*,*,*,*,*,invalid
v,t,b,*,*,*,*,*,invalid
u,n,r,a,v,e,l,s,valid
w,y,y,m,s,a,w,*,invalid
j,j,i,t,i,c,m,*,invalid
y,g,r,r,a,k,*,*,invalid
c,j,q,w,l,s,f,*,invalid
w,d,a,u,*,*,*,*,invalid
y,a,x,g,w,l,g,*,invalid
t,r,e,m,o,l,o,*,valid
g,r,a,v,e,d,*,*,valid
o,b,g,u,w,f,*,*,invalid
h,o,m,e,r,e,d,*,valid
l,e,a,v,e,*,*,*,valid
d,e,t,o,x,*,*,*,valid
g,t,a,m,k,c,s,*,invalid
h,v,w,*,*,*,*,*,invalid
s,m,h,j,p,c,h,*,invalid
b,w,j,*,*,*,*,*,invalid
j,e,x,q,i,*,*,*,invalid
m,y,t,e,w,u,n,*,invalid
s,e,p,a,r,a,t,e,valid
c,b,e,d,*,*,*,*,invalid
e,s,j,w,*,*,*,*,invalid
c,r,b,h,*,*,*,*,invalid
s,e,c,t,i,o,n,*,valid
a,n,t,o,n,y,m,*,valid
g,r,a,z,e,*,*,*,valid
q,u,b,y,*,*,*,*,invalid
o,g,d,n,y,*,*,*,invalid
u,y,o,e,*,*,*,*,invalid
h,a,r,m,o,n,i,c,valid
g,w,i,a,u,b,q,*,invalid
h,y,g,h,*,*,*,*,invalid
b,l,n,*,*,*,*,*,invalid
c,s,q,c,*,*,*,*,invalid
m,e,t,r,i,c,s,*,valid
p,r,o,p,o,s,e,r,valid
r,m,r,*,*,*,*,*,invalid
a,t,t,i,t,u,d,e,valid
v,i,t,c,*,*,*,*,invalid
c,j,b,d,h,*,*,*,invalid
a,y,b,*,*,*,*,*,invalid
p,x,v,q,h,w,*,*,invalid
a,s,k,e,w,*,*,*,valid
o,c,e,l,o,t,s,*,valid
y,m,w,s,s,*,*,*,invalid
f,h,t,j,*,*,*,*,invalid
m,c,n,*,*,*,*,*,invalid
d,d,b,g,*,*,*,*,invalid
k,a,r,m,a,*,*,*,valid
g,f,d,i,*,*,*,*,invalid
k,h,n,a,q,*,*,*,invalid
m,e,t,a,l,*,*,*,valid
b,e,l,l,s,c,k,*,invalid
x,c,s,m,*,*,*,*,invalid
v,w,o,*,*,*,*,*,invalid
b,a,l,l,e,t,s,*,valid
b,c,y,v,r,k,*,*,invalid
k,e,g,*,*,*,*,*,invalid
m,o,o,n,s,h,o,t,valid
d,e,e,d,i,n,g,*,valid
d,e,f,e,c,t,o,r,valid
a,d,o,r,a,b,l,y,valid
y,m,x,s,*,*,*,*,invalid
s,a,n,d,h,o,g,s,valid
v,v,c,k,t,*,*,*,invalid
b,l,u,s,t,e,r,y,valid
d,p,t,g,w,u,*,*,invalid
i,q,k,d,h,t,t,*,invalid
s,c,h,e,d,u,l,e,valid
g,g,j,l,*,*,*,*,invalid
v,v,r,i,j,r,u,*,invalid
y,a,f,*,*,*,*,*,invalid
m,p,q,j,m,q,b,*,invalid
d,m,y,y,*,*,*,*,invalid
w,p,y,u,a,*,*,*,invalid
h,q,k,g,s,*,*,*,invalid
a,w,t,*,*,*,*,*,invalid
c,y,n,o,s,u,r,e,valid
t,h,e,a,t,r,e,*,valid
y,a,x,n,c,*,*,*,invalid
p,i,b,b,g,*,*,*,invalid
r,p,f,o,w,e,*,*,invalid
v,j,p,*,*,*,*,*,invalid
i,u,s,v,*,*,*,*,invalid
p,y,u,t,*,*,*,*,invalid
m,n,j,e,w,v,*,*,invalid
g,s,u,d,e,*,*,*,invalid
t,b,k,a,s,x,*,*,invalid
l,p,c,m,m,*,*,*,invalid
x,w,j,a,m,p,*,*,invalid
v,d,p,e,q,*,*,*,invalid
p,i,n,c,h,e,s,*,valid
k,q,u,d,h,*,*,*,invalid
t,r,e,a,t,i,n,g,valid
l,e,q,g,p,k,b,*,invalid
k,k,d,e,*,*,*,*,invalid
s,w,e,r,v,e,*,*,valid
m,i,v,*,*,*,*,*,invalid
x,t,k,f,*,*,*,*,invalid
u,a,v,*,*,*,*,*,invalid
u,x,g,k,s,r,m,*,invalid
m,p,j,*,*,*,*,*,invalid
c,d,e,q,m,l,e,*,invalid
w,m,e,s,s,b,x,*,invalid
g,e,h,r,h,c,v,*,invalid
m,g,w,m,c,*,*,*,invalid
u,o,f,c,p,*,*,*,invalid
q,k,w,q,y,b,*,*,invalid
t,w,t,q,d,*,*,*,invalid
l,x,n,a,j,u,i,*,invalid
p,a,l,e,*,*,*,*,valid
k,f,e,*,*,*,*,*,invalid
w,i,e,y,*,*,*,*,invalid
h,f,c,d,r,*,*,*,invalid
s,a,x,e,s,*,*,*,valid
u,w,v,l,*,*,*,*,invalid
s,n,a,t,c,h,e,s,valid
c,o,m,p,a,s,s,*,valid
d,o,x,o,l,o,g,y,valid
p,x,n,*,*,*,*,*,invalid
v,o,m,i,t,i,n,g,valid
s,m,b,v,*,*,*,*,invalid
r,x,r,f,v,*,*,*,invalid
s,e,a,w,a,r,d,*,valid
a,t,p,i,*,*,*,*,invalid
f,u,n,j,m,v,o,*,invalid
p,x,v,*,*,*,*,*,invalid
t,f,j,k,n,g,*,*,invalid
i,s,n,a,r,*,*,*,invalid
b,r,o,w,n,*,*,*,valid
y,i,j,a,w,*,*,*,invalid
m,l,e,j,o,a,*,*,invalid
y,e,m,k,r,w,*,*,invalid
c,r,e,a,t,e,s,*,valid
g,a,r,b,*,*,*,*,valid
d,b,y,u,v,v,*,*,invalid
d,e,f,r,a,u,d,*,valid
g,w,w,w,n,k,h,*,invalid
p,d,w,b,*,*,*,*,invalid
x,c,b,*,*,*,*,*,invalid
a,c,e,f,s,s,*,*,invalid
p,o,n,i,a,r,d,s,valid
j,a,c,k,d,a,w,*,valid
d,i,u,q,w,e,l,*,invalid
a,c,c,o,l,a,d,e,valid
r,e,c,i,t,a,l,*,valid
j,w,c,y,c,g,f,*,invalid
h,u,r,t,f,u,l,*,valid
h,g,y,v,*,*,*,*,invalid
y,n,d,g,k,*,*,*,invalid
p,b,d,n,c,t,m,*,invalid
r,i,m,*,*,*,*,*,valid
u,n,c,o,i,l,s,*,valid
f,k,u,g,t,d,*,*,invalid
k,c,s,r,p,e,e,*,invalid
j,y,c,s,u,c,p,*,invalid
p,o,t,a,t,o,e,s,valid
h,e,e,*,*,*,*,*,invalid
m,p,t,*,*,*,*,*,invalid
u,u,e,b,*,*,*,*,invalid
r,a,r,e,r,*,*,*,valid
u,u,t,v,v,u,*,*,invalid
m,c,n,o,n,*,*,*,invalid
h,y,a,k,u,*,*,*,valid
s,e,i,z,e,*,*,*,valid
h,i,q,k,s,u,*,*,invalid
p,i,d,d,l,e,d,*,valid
e,n,w,*,*,*,*,*,invalid
s,n,i,p,e,s,*,*,valid
d,y,x,y,m,k,*,*,invalid
d,g,t,r,*,*,*,*,invalid
q,p,v,u,l,*,*,*,invalid
d,j,v,*,*,*,*,*,invalid
s,a,p,p,e,d,*,*,valid
p,a,w,p,a,w,*,*,valid
h,e,a,t,h,e,n,s,valid
f,o,u,g,h,t,*,*,valid
j,p,i,f,j,t,*,*,invalid
l,f,v,r,p,r,*,*,invalid
e,v,k,v,*,*,*,*,invalid
b,n,j,d,h,*,*,*,invalid
b,o,r,o,u,g,h,*,valid
c,h,i,t,s,*,*,*,valid
w,i,l,l,f,u,l,*,valid
f,u,v,x,n,m,*,*,invalid
r,o,g,w,j,*,*,*,invalid
u,c,o,w,*,*,*,*,invalid
f,e,l,i,c,i,t,y,valid
k,n,i,t,t,i,n,g,valid
d,p,k,e,f,h,f,*,invalid
l,o,o,s,e,s,*,*,valid
q,f,r,q,k,i,r,*,invalid
s,i,n,g,e,d,*,*,valid
x,q,j,u,*,*,*,*,invalid
s,k,t,w,q,d,*,*,invalid
f,a,u,*,*,*,*,*,invalid
t,r,a,i,p,s,e,d,valid
b,o,l,d,f,a,c,e,valid
d,g,a,i,o,a,*,*,invalid
p,l,o,t,*,*,*,*,valid
c,h,e,r,u,b,*,*,valid
m,k,q,g,*,*,*,*,invalid
r,l,w,x,p,l,x,*,invalid
y,v,g,y,t,r,u,*,invalid
t,w,b,*,*,*,*,*,invalid
b,i,r,d,i,e,s,*,valid
m,f,m,t,i,*,*,*,invalid
l,c,a,*,*,*,*,*,invalid
w,s,o,u,a,j,*,*,invalid
s,l,i,l,y,*,*,*,valid
x,v,n,*,*,*,*,*,invalid
p,b,a,c,*,*,*,*,invalid
l,o,u,d,*,*,*,*,valid
i,o,f,j,i,*,*,*,invalid
w,m,x,*,*,*,*,*,invalid
g,a,s,h,*,*,*,*,valid
m,l,e,t,p,*,*,*,invalid
v,i,t,a,l,i,t,y,valid
o,c,r,d,*,*,*,*,invalid
j,i,b,e,s,*,*,*,valid
a,l,t,f,d,w,*,*,invalid
l,i,k,e,s,*,*,*,valid
i,q,q,*,*,*,*,*,invalid
b,y,c,w,n,n,*,*,invalid
l,v,q,n,w,k,*,*,invalid
i,g,u,a,n,a,*,*,valid
c,h,a,p,e,l,s,*,valid
q,u,a,i,n,t,e,r,valid
i,j,e,r,j,*,*,*,invalid
f,b,w,*,*,*,*,*,invalid
w,i,e,n,d,k,f,*,invalid
r,e,d,*,*,*,*,*,invalid
p,o,l,k,a,e,d,*,valid
b,d,a,j,u,f,u,*,invalid
n,u,d,e,s,*,*,*,valid
f,r,u,i,t,y,*,*,valid
p,j,o,f,t,x,*,*,invalid
m,u,d,o,g,c,*,*,invalid
s,l,a,i,n,*,*,*,valid
w,d,o,g,*,*,*,*,invalid
w,a,r,h,e,a,d,s,valid
p,a,y,*,*,*,*,*,valid
y,f,w,s,e,y,*,*,invalid
c,k,w,d,p,k,*,*,invalid
h,n,a,f,j,l,j,*,invalid
w,e,e,k,d,a,y,s,valid
n,l,i,b,*,*,*,*,invalid
s,m,e,l,t,e,r,*,valid
c,o,f,f,e,r,s,*,valid
y,v,e,l,*,*,*,*,invalid
y,h,m,k,*,*,*,*,invalid
a,l,e,r,t,l,y,*,valid
o,c,q,c,i,*,*,*,invalid
k,n,r,*,*,*,*,*,invalid
d,e,u,c,e,s,*,*,valid
s,k,l,c,q,f,*,*,invalid
c,r,o,c,k,e,r,y,valid
j,j,x,*,*,*,*,*,invalid
x,o,t,o,c,g,*,*,invalid
j,b,x,b,o,x,*,*,invalid
p,u,f,f,i,e,s,t,valid
e,e,m,a,l,*,*,*,invalid
c,r,i,w,*,*,*,*,invalid
j,p,o,v,*,*,*,*,invalid
m,o,r,t,u,a,r,y,valid
u,d,r,r,b,*,*,*,invalid
d,h,a,l,r,i,*,*,invalid
p,r,o,l,o,n,g,*,valid
e,n,t,o,m,b,e,d,valid
u,x,j,y,o,*,*,*,invalid
h,i,g,h,b,o,r,n,valid
v,h,u,w,n,p,*,*,invalid
h,p,v,g,*,*,*,*,invalid
x,h,g,j,*,*,*,*,invalid
l,r,m,e,m,k,t,*,invalid
f,h,d,r,t,r,n,*,invalid
d,q,j,s,i,f,*,*,invalid
i,j,s,p,e,q,*,*,invalid
b,e,n,c,h,e,s,*,valid
p,g,y,i,g,b,*,*,invalid
b,f,x,h,e,g,*,*,invalid
h,a,t,t,i,n,g,*,valid
a,u,t,o,n,o,m,y,valid
s,n,a,r,k,i,e,r,valid
l,m,y,x,*,*,*,*,invalid
g,l,i,m,p,s,e,s,valid
m,d,n,w,*,*,*,*,invalid
d,t,h,m,l,*,*,*,invalid
n,f,j,n,h,m,c,*,invalid
r,e,h,e,a,r,s,e,valid
y,j,l,d,r,*,*,*,invalid
k,s,w,l,k,*,*,*,invalid
e,w,l,g,*,*,*,*,invalid
x,w,c,k,l,d,u,*,invalid
s,t,a,t,u,a,r,y,valid
r,y,b,b,v,*,*,*,invalid
e,i,a,m,v,p,w,*,invalid
f,i,r,e,*,*,*,*,valid
r,u,l,e,r,*,*,*,valid
u,k,y,l,y,w,*,*,invalid
c,s,c,d,*,*,*,*,invalid
v,a,b,*,*,*,*,*,invalid
r,f,q,*,*,*,*,*,invalid
s,t,u,p,e,f,y,*,valid
m,a,g,u,r,o,*,*,valid
a,s,s,a,u,l,t,s,valid
g,u,n,*,*,*,*,*,valid
t,r,i,n,i,t,y,*,valid
d,e,l,u,s,i,v,e,valid
p,o,s,h,e,r,*,*,valid
s,a,v,o,r,s,*,*,valid
a,m,o,u,r,s,*,*,valid
r,e,d,d,e,n,s,*,valid
j,o,u,s,t,*,*,*,valid
s,o,n,g,s,t,e,r,valid
u,a,x,f,m,u,*,*,invalid
v,e,t,e,r,a,n,*,valid
s,y,h,s,*,*,*,*,invalid
g,a,r,r,o,t,e,d,valid
d,x,u,p,q,o,*,*,invalid
x,v,d,n,*,*,*,*,invalid
x,b,b,r,o,i,v,*,invalid
a,b,a,s,e,d,*,*,valid
f,o,f,*,*,*,*,*,invalid
t,w,k,u,*,*,*,*,invalid
l,o,w,e,s,t,*,*,valid
k,d,r,s,q,n,v,*,invalid
s,h,r,u,b,*,*,*,valid
t,i,o,*,*,*,*,*,invalid
g,n,s,w,f,*,*,*,invalid
u,n,d,i,d,*,*,*,valid
e,j,t,n,g,j,*,*,invalid
a,s,s,e,r,t,e,d,valid
b,k,v,o,g,*,*,*,invalid
b,o,s,s,*,*,*,*,valid
z,o,u,*,*,*,*,*,valid
s,r,e,f,u,n,*,*,invalid
b,u,v,*,*,*,*,*,invalid
a,g,j,s,u,j,*,*,invalid
o,v,s,u,*,*,*,*,invalid
y,j,v,s,*,*,*,*,invalid
