char01,char02,char03,char04,char05,char06,char07,char08,Valid
e,r,x,i,x,w,*,*,invalid
b,n,p,s,v,e,*,*,invalid
w,d,v,l,p,d,*,*,invalid
s,v,v,q,*,*,*,*,invalid
v,o,i,l,e,*,*,*,valid
e,f,r,i,i,n,l,*,invalid
w,b,y,*,*,*,*,*,invalid
b,w,v,u,u,v,*,*,invalid
x,a,s,a,a,*,*,*,invalid
m,x,t,w,g,*,*,*,invalid
f,r,o,g,*,*,*,*,valid
i,n,t,e,n,d,*,*,valid
b,u,t,t,o,n,e,d,valid
j,m,r,f,r,*,*,*,invalid
x,r,w,k,e,*,*,*,invalid
m,e,s,h,i,n,g,*,valid
d,u,i,k,m,*,*,*,invalid
r,k,r,h,g,*,*,*,invalid
a,e,x,t,c,u,*,*,invalid
p,i,t,c,h,e,r,*,valid
t,o,r,q,u,e,*,*,valid
f,w,u,*,*,*,*,*,invalid
l,h,r,t,f,*,*,*,invalid
h,p,q,c,q,v,*,*,invalid
r,a,k,e,*,*,*,*,valid
a,f,h,*,*,*,*,*,invalid
t,i,t,b,i,t,*,*,valid
w,n,o,m,o,m,*,*,invalid
y,i,p,r,f,*,*,*,invalid
p,e,g,*,*,*,*,*,valid
w,m,g,m,x,*,*,*,invalid
r,a,m,p,a,g,e,s,valid
p,h,e,a,s,a,n,t,valid
s,u,b,h,*,*,*,*,invalid
s,n,u,g,g,l,e,s,valid
r,e,h,e,a,r,s,e,valid
g,u,e,*,*,*,*,*,invalid
w,h,i,l,e,s,*,*,valid
f,i,m,m,*,*,*,*,invalid
d,e,a,c,o,n,s,*,valid
h,r,p,m,*,*,*,*,invalid
s,p,e,e,d,e,r,*,valid
g,r,a,s,s,i,n,g,valid
i,v,h,o,v,t,*,*,invalid
s,h,o,v,e,*,*,*,valid
q,f,r,a,o,*,*,*,invalid
q,a,g,*,*,*,*,*,invalid
m,m,q,*,*,*,*,*,invalid
u,e,l,*,*,*,*,*,invalid
j,t,p,v,c,*,*,*,invalid
j,j,i,m,x,*,*,*,invalid
c,o,v,e,t,i,n,g,valid
t,r,o,h,f,k,f,*,invalid
g,d,j,q,*,*,*,*,invalid
f,e,r,e,*,*,*,*,invalid
g,g,p,c,*,*,*,*,invalid
i,o,l,r,y,*,*,*,invalid
t,e,l,v,x,e,*,*,invalid
x,i,b,j,r,x,s,*,invalid
t,r,a,i,n,e,r,*,valid
u,f,c,*,*,*,*,*,invalid
y,t,e,t,p,*,*,*,invalid
m,l,o,e,f,a,y,*,invalid
p,l,a,n,t,a,i,n,valid
t,i,f,*,*,*,*,*,invalid
h,s,l,*,*,*,*,*,invalid
t,i,v,d,o,*,*,*,invalid
e,l,d,*,*,*,*,*,invalid
w,a,x,*,*,*,*,*,valid
p,y,a,*,*,*,*,*,invalid
s,k,s,b,v,y,t,*,invalid
c,o,u,p,l,i,n,g,valid
d,e,e,d,*,*,*,*,valid
c,d,h,w,x,*,*,*,invalid
r,a,f,f,l,e,d,*,valid
j,x,f,w,o,e,t,*,invalid
v,w,j,y,x,t,l,*,invalid
l,o,n,e,*,*,*,*,valid
k,i,n,d,a,*,*,*,valid
b,r,a,g,*,*,*,*,valid
o,d,d,r,x,b,*,*,invalid
c,h,s,s,x,t,*,*,invalid
m,i,u,o,i,*,*,*,invalid
y,e,t,*,*,*,*,*,invalid
q,u,a,f,f,e,d,*,valid
g,k,i,h,*,*,*,*,invalid
r,e,e,l,i,n,g,*,valid
s,p,r,a,y,i,n,g,valid
y,u,y,s,b,*,*,*,invalid
m,a,d,c,a,p,s,*,valid
r,o,a,s,t,e,r,s,valid
n,i,n,h,q,l,f,*,invalid
u,i,w,p,*,*,*,*,invalid
m,e,k,t,s,c,*,*,invalid
d,x,l,p,o,*,*,*,invalid
t,r,a,d,u,c,e,d,valid
y,e,y,v,*,*,*,*,invalid
w,f,i,y,f,b,*,*,invalid
m,e,t,*,*,*,*,*,valid
s,l,i,c,k,i,n,g,valid
d,i,s,c,u,s,*,*,valid
w,t,l,d,*,*,*,*,invalid
h,e,l,*,*,*,*,*,invalid
a,r,m,i,n,g,*,*,valid
e,w,e,a,p,g,*,*,invalid
h,e,k,*,*,*,*,*,invalid
j,o,n,q,u,i,l,s,valid
s,a,b,e,r,*,*,*,valid
x,f,v,x,f,u,*,*,invalid
o,v,b,t,f,a,*,*,invalid
j,g,g,h,*,*,*,*,invalid
a,p,l,*,*,*,*,*,invalid
s,j,t,*,*,*,*,*,invalid
j,o,y,o,u,s,*,*,valid
r,e,l,i,c,s,*,*,valid
c,a,r,p,a,l,*,*,valid
d,i,g,n,i,t,y,*,valid
q,b,i,q,j,a,j,*,invalid
a,y,q,*,*,*,*,*,invalid
a,b,d,i,c,a,t,e,valid
x,f,p,w,w,*,*,*,invalid
y,i,u,p,a,t,*,*,invalid
y,i,r,*,*,*,*,*,invalid
s,q,u,a,s,h,*,*,valid
s,d,d,f,d,p,o,*,invalid
a,f,p,v,p,m,*,*,invalid
j,u,g,s,*,*,*,*,valid
r,e,t,e,l,l,*,*,valid
m,o,r,o,c,c,o,*,valid
b,h,b,h,*,*,*,*,invalid
p,a,r,a,m,o,u,r,valid
o,u,s,p,*,*,*,*,invalid
i,h,q,*,*,*,*,*,invalid
m,o,r,a,y,*,*,*,valid
s,y,i,c,q,*,*,*,invalid
c,b,t,j,*,*,*,*,invalid
h,x,q,*,*,*,*,*,invalid
f,u,k,t,r,*,*,*,invalid
g,t,p,q,g,g,g,*,invalid
e,m,a,i,l,e,d,*,valid
f,t,u,*,*,*,*,*,invalid
a,r,t,w,o,r,k,*,valid
s,h,e,l,l,*,*,*,valid
r,i,d,i,n,g,*,*,valid
c,x,y,*,*,*,*,*,invalid
t,m,m,u,g,r,w,*,invalid
k,l,u,t,z,i,e,r,valid
s,q,u,i,r,m,*,*,valid
c,u,c,*,*,*,*,*,invalid
g,l,i,d,e,*,*,*,valid
n,k,h,u,w,*,*,*,invalid
p,j,b,e,*,*,*,*,invalid
s,c,i,*,*,*,*,*,invalid
t,c,o,e,*,*,*,*,invalid
e,b,r,t,i,g,*,*,invalid
p,e,d,a,g,o,g,*,valid
j,d,i,s,k,h,a,*,invalid
r,o,p,e,s,*,*,*,valid
n,t,o,*,*,*,*,*,invalid
f,k,a,*,*,*,*,*,invalid
m,e,r,i,n,g,u,e,valid
c,a,b,a,r,e,t,s,valid
k,i,t,*,*,*,*,*,invalid
j,y,e,w,e,c,*,*,invalid
b,l,y,w,t,*,*,*,invalid
c,o,m,r,a,d,e,*,valid
t,q,v,j,k,g,*,*,invalid
t,h,y,g,f,*,*,*,invalid
l,u,m,b,e,r,*,*,valid
g,l,i,n,t,s,*,*,valid
t,m,i,t,a,u,v,*,invalid
t,t,i,q,h,*,*,*,invalid
p,i,l,l,a,r,*,*,valid
c,b,w,*,*,*,*,*,invalid
s,m,i,d,g,e,o,n,valid
e,w,n,*,*,*,*,*,invalid
s,p,e,n,d,s,*,*,valid
e,s,o,p,h,a,g,i,valid
m,k,o,r,*,*,*,*,invalid
j,a,z,z,i,n,g,*,valid
n,c,o,f,x,y,a,*,invalid
e,q,u,a,l,e,d,*,valid
p,a,y,s,*,*,*,*,valid
w,f,j,q,*,*,*,*,invalid
e,x,p,i,r,e,*,*,valid
s,a,g,c,v,r,y,*,invalid
k,n,o,w,i,n,g,s,valid
r,o,w,m,s,i,*,*,invalid
m,i,l,k,s,o,p,s,valid
p,w,e,g,g,b,m,*,invalid
l,s,f,n,v,r,k,*,invalid
y,v,x,*,*,*,*,*,invalid
p,a,v,e,m,e,n,t,valid
i,n,f,l,a,t,e,*,valid
t,b,b,*,*,*,*,*,invalid
v,e,n,f,a,*,*,*,invalid
m,e,q,i,v,*,*,*,invalid
c,a,n,d,l,i,n,g,valid
i,b,c,w,g,e,*,*,invalid
m,m,v,o,y,m,*,*,invalid
w,a,b,c,m,u,*,*,invalid
t,i,m,*,*,*,*,*,invalid
t,o,n,e,r,*,*,*,valid
f,k,n,x,q,*,*,*,invalid
b,u,s,t,e,r,s,*,valid
l,k,c,d,t,w,*,*,invalid
n,t,u,h,k,*,*,*,invalid
c,r,e,b,n,v,m,*,invalid
m,n,v,*,*,*,*,*,invalid
v,h,w,d,d,*,*,*,invalid
k,q,o,*,*,*,*,*,invalid
k,e,x,h,a,n,*,*,invalid
f,i,c,k,l,e,s,t,valid
s,c,h,i,s,m,*,*,valid
p,b,j,p,p,m,*,*,invalid
e,l,s,*,*,*,*,*,invalid
c,h,i,i,s,a,i,*,valid
c,y,y,g,*,*,*,*,invalid
s,o,a,p,i,e,r,*,valid
c,l,g,d,d,g,y,*,invalid
f,b,s,v,r,*,*,*,invalid
c,h,k,*,*,*,*,*,invalid
b,u,l,l,s,h,i,t,valid
f,a,g,o,t,*,*,*,valid
l,h,o,f,i,*,*,*,invalid
e,g,j,*,*,*,*,*,invalid
j,r,a,p,l,w,d,*,invalid
r,x,u,t,l,*,*,*,invalid
h,i,q,c,o,a,*,*,invalid
r,o,u,n,d,l,y,*,valid
b,r,u,i,s,e,s,*,valid
e,x,a,d,*,*,*,*,invalid
d,e,f,o,r,m,s,*,valid
d,h,l,*,*,*,*,*,invalid
n,y,j,*,*,*,*,*,invalid
c,g,j,d,*,*,*,*,invalid
e,n,j,o,y,i,n,g,valid
l,y,u,o,j,i,*,*,invalid
e,a,s,i,d,*,*,*,invalid
o,x,y,*,*,*,*,*,invalid
l,o,l,l,i,p,o,p,valid
c,o,n,c,e,r,t,s,valid
h,e,r,m,u,r,u,*,invalid
a,g,e,n,t,*,*,*,valid
c,a,t,a,c,o,m,b,valid
n,g,j,v,*,*,*,*,invalid
a,v,e,r,t,*,*,*,valid
i,f,i,i,*,*,*,*,invalid
f,n,k,e,x,*,*,*,invalid
s,c,a,l,d,e,d,*,valid
x,q,p,q,*,*,*,*,invalid
e,b,y,*,*,*,*,*,invalid
n,t,j,w,v,v,g,*,invalid
i,t,l,*,*,*,*,*,invalid
k,d,a,*,*,*,*,*,invalid
s,a,f,a,r,i,s,*,valid
e,p,t,o,v,*,*,*,invalid
l,o,w,f,k,n,*,*,invalid
a,s,s,h,o,l,e,*,valid
u,r,c,*,*,*,*,*,invalid
w,j,g,c,p,w,*,*,invalid
d,q,o,w,*,*,*,*,invalid
o,k,a,y,*,*,*,*,valid
p,t,u,s,x,i,y,*,invalid
f,o,n,d,l,e,s,*,valid
a,r,c,h,l,y,*,*,valid
g,r,e,e,t,i,n,g,valid
u,u,g,s,x,*,*,*,invalid
c,a,s,s,a,v,a,*,valid
w,o,o,s,*,*,*,*,valid
f,r,i,e,z,e,s,*,valid
b,d,y,n,*,*,*,*,invalid
b,i,r,d,i,e,d,*,valid
s,l,e,a,z,e,*,*,valid
s,u,r,r,e,y,*,*,valid
x,g,a,*,*,*,*,*,invalid
l,v,c,w,*,*,*,*,invalid
l,a,m,p,p,o,s,t,valid
l,i,e,*,*,*,*,*,valid
e,n,d,u,e,*,*,*,valid
a,k,d,j,*,*,*,*,invalid
p,c,m,o,c,x,o,*,invalid
g,o,o,d,w,i,l,l,valid
o,i,v,n,b,*,*,*,invalid
u,m,e,u,i,*,*,*,invalid
s,h,c,*,*,*,*,*,invalid
m,w,g,r,c,*,*,*,invalid
p,o,r,t,e,n,d,s,valid
i,n,c,i,s,o,r,*,valid
o,i,e,y,d,*,*,*,invalid
g,u,s,i,*,*,*,*,invalid
i,q,b,f,s,a,*,*,invalid
c,w,p,e,*,*,*,*,invalid
d,i,i,j,c,e,*,*,invalid
y,u,c,k,*,*,*,*,valid
k,n,e,e,l,s,*,*,valid
t,q,h,e,h,q,*,*,invalid
s,t,o,c,k,i,e,r,valid
d,e,a,*,*,*,*,*,invalid
l,e,f,t,m,o,s,t,valid
h,p,f,*,*,*,*,*,invalid
h,o,d,*,*,*,*,*,valid
k,o,o,k,*,*,*,*,valid
t,m,r,p,h,*,*,*,invalid
l,p,x,n,*,*,*,*,invalid
p,q,t,l,*,*,*,*,invalid
a,e,q,x,c,h,*,*,invalid
m,o,x,j,*,*,*,*,invalid
m,u,g,g,i,e,s,t,valid
v,e,e,*,*,*,*,*,invalid
t,r,a,n,s,i,t,s,valid
h,p,u,y,*,*,*,*,invalid
r,o,u,n,d,e,d,*,valid
w,e,l,d,e,r,s,*,valid
k,d,k,*,*,*,*,*,invalid
f,e,s,a,f,*,*,*,invalid
b,u,r,u,*,*,*,*,invalid
e,u,l,o,g,i,z,e,valid
v,i,r,a,l,*,*,*,valid
s,i,n,c,e,r,e,*,valid
q,b,u,*,*,*,*,*,invalid
u,q,i,u,s,e,o,*,invalid
m,p,m,*,*,*,*,*,invalid
h,y,a,c,i,n,t,h,valid
f,u,o,j,r,*,*,*,invalid
f,y,g,f,g,h,q,*,invalid
q,l,p,*,*,*,*,*,invalid
d,r,a,t,*,*,*,*,invalid
c,h,u,b,b,i,e,r,valid
h,o,r,s,i,e,r,*,valid
n,x,j,*,*,*,*,*,invalid
i,n,v,a,d,e,s,*,valid
p,p,p,*,*,*,*,*,invalid
h,r,c,p,k,*,*,*,invalid
r,u,f,j,v,b,*,*,invalid
s,f,e,d,h,q,b,*,invalid
o,p,y,j,l,q,h,*,invalid
g,j,u,g,*,*,*,*,invalid
t,a,n,g,o,i,n,g,valid
l,b,t,f,*,*,*,*,invalid
h,a,n,d,o,u,t,s,valid
r,v,l,o,o,p,m,*,invalid
e,x,h,n,c,e,*,*,invalid
a,u,r,i,c,l,e,*,valid
d,m,i,d,*,*,*,*,invalid
i,l,y,*,*,*,*,*,invalid
g,a,t,e,p,o,s,t,valid
m,n,g,x,*,*,*,*,invalid
s,q,m,o,p,*,*,*,invalid
g,r,u,r,v,*,*,*,invalid
s,r,u,s,t,k,h,*,invalid
f,a,u,c,e,t,s,*,valid
v,t,i,s,a,*,*,*,invalid
t,o,g,a,*,*,*,*,valid
v,a,n,i,s,h,e,s,valid
m,d,g,v,y,*,*,*,invalid
y,x,p,a,w,a,e,*,invalid
j,k,y,c,b,r,*,*,invalid
s,n,o,o,t,i,e,r,valid
p,r,i,m,a,c,y,*,valid
r,a,m,p,s,*,*,*,valid
p,n,b,*,*,*,*,*,invalid
f,q,s,p,s,r,s,*,invalid
f,m,g,*,*,*,*,*,invalid
l,b,y,q,s,d,r,*,invalid
r,y,j,x,*,*,*,*,invalid
l,u,s,t,i,e,s,t,valid
a,p,d,*,*,*,*,*,invalid
f,l,u,b,b,i,n,g,valid
h,v,v,*,*,*,*,*,invalid
g,a,r,*,*,*,*,*,invalid
r,u,v,h,s,b,r,*,invalid
t,e,m,p,t,e,r,s,valid
d,s,o,g,t,a,*,*,invalid
l,c,k,*,*,*,*,*,invalid
b,a,l,k,y,*,*,*,valid
v,c,y,k,l,n,*,*,invalid
n,o,b,i,l,i,t,y,valid
d,e,b,a,r,k,*,*,valid
g,y,p,u,b,p,*,*,invalid
h,s,u,h,r,*,*,*,invalid
l,r,t,h,*,*,*,*,invalid
r,d,k,w,h,o,*,*,invalid
g,o,o,f,i,n,g,*,valid
h,l,r,x,*,*,*,*,invalid
u,u,o,d,x,t,*,*,invalid
s,a,x,n,v,p,*,*,invalid
r,o,l,c,d,*,*,*,invalid
s,u,g,a,r,y,*,*,valid
r,y,g,p,r,*,*,*,invalid
c,o,s,i,e,s,t,*,valid
e,a,r,n,e,r,*,*,valid
o,d,o,r,l,e,s,s,valid
l,y,y,*,*,*,*,*,invalid
b,a,n,t,a,m,s,*,valid
o,x,p,u,d,w,*,*,invalid
h,a,r,p,*,*,*,*,valid
h,o,t,*,*,*,*,*,valid
e,i,t,d,*,*,*,*,invalid
k,n,o,w,*,*,*,*,valid
v,y,s,b,*,*,*,*,invalid
s,h,o,c,k,e,r,s,valid
y,j,q,o,u,*,*,*,invalid
m,k,s,m,b,b,n,*,invalid
n,d,p,e,d,y,w,*,invalid
i,g,v,u,b,q,d,*,invalid
q,s,x,e,n,x,*,*,invalid
c,i,f,q,h,j,x,*,invalid
q,v,f,o,d,l,i,*,invalid
c,f,v,j,h,s,*,*,invalid
l,i,c,k,s,*,*,*,valid
d,q,t,r,*,*,*,*,invalid
c,a,l,l,i,p,e,r,valid
e,x,h,j,x,l,*,*,invalid
g,y,o,f,x,l,*,*,invalid
b,g,l,q,u,*,*,*,invalid
m,i,f,f,i,n,g,*,valid
k,v,i,v,r,i,*,*,invalid
j,g,j,b,w,*,*,*,invalid
p,e,r,k,i,e,r,*,valid
j,r,c,*,*,*,*,*,invalid
n,i,n,e,t,i,e,s,valid
o,t,h,*,*,*,*,*,invalid
v,j,u,r,y,c,*,*,invalid
o,a,v,d,*,*,*,*,invalid
w,w,g,*,*,*,*,*,invalid
f,a,n,n,i,e,s,*,valid
y,e,f,r,t,*,*,*,invalid
d,i,c,k,i,e,*,*,valid
f,f,a,n,x,*,*,*,invalid
l,d,y,j,*,*,*,*,invalid
n,x,r,e,n,o,i,*,invalid
e,y,b,f,*,*,*,*,invalid
j,p,t,h,t,u,*,*,invalid
t,p,x,*,*,*,*,*,invalid
m,x,m,m,l,j,c,*,invalid
p,i,a,f,q,*,*,*,invalid
n,j,e,*,*,*,*,*,invalid
d,i,s,r,o,b,e,d,valid
x,r,c,d,j,j,*,*,invalid
k,y,s,q,u,*,*,*,invalid
l,s,i,d,d,g,*,*,invalid
r,p,a,*,*,*,*,*,invalid
e,j,u,*,*,*,*,*,invalid
p,h,o,t,o,e,d,*,valid
k,c,j,w,y,k,u,*,invalid
q,y,w,d,h,*,*,*,invalid
y,p,h,e,m,*,*,*,invalid
m,u,n,c,h,i,e,s,valid
s,i,n,e,*,*,*,*,valid
k,a,r,*,*,*,*,*,invalid
s,l,u,r,s,*,*,*,valid
w,i,d,g,e,o,n,s,valid
w,d,c,l,o,*,*,*,invalid
g,a,v,e,*,*,*,*,valid
d,k,g,*,*,*,*,*,invalid
c,r,a,t,e,r,*,*,valid
d,e,n,*,*,*,*,*,valid
a,s,t,e,r,o,i,d,valid
c,h,a,n,t,e,y,s,valid
e,r,y,*,*,*,*,*,invalid
o,r,g,a,n,s,*,*,valid
e,m,b,e,z,z,l,e,valid
i,x,g,b,o,b,a,*,invalid
y,l,r,j,*,*,*,*,invalid
m,i,t,e,*,*,*,*,valid
c,p,s,f,a,n,*,*,invalid
i,e,x,*,*,*,*,*,invalid
f,g,k,j,l,m,u,*,invalid
s,t,a,p,l,e,d,*,valid
b,k,b,c,j,i,q,*,invalid
c,c,u,*,*,*,*,*,invalid
l,x,h,p,q,d,*,*,invalid
b,u,m,m,e,r,*,*,valid
u,v,u,u,t,a,p,*,invalid
r,e,p,h,r,a,s,e,valid
k,c,m,q,o,*,*,*,invalid
k,e,n,n,e,l,*,*,valid
t,r,o,u,t,s,*,*,valid
d,e,n,a,t,u,r,e,valid
d,r,a,m,*,*,*,*,valid
q,a,o,h,*,*,*,*,invalid
h,o,g,a,n,s,*,*,valid
a,d,y,*,*,*,*,*,invalid
t,e,w,v,v,*,*,*,invalid
b,o,e,b,t,*,*,*,invalid
c,i,j,i,a,*,*,*,invalid
n,o,d,j,c,p,m,*,invalid
b,x,v,y,o,*,*,*,invalid
p,a,r,q,u,e,t,s,valid
s,o,l,i,d,i,f,y,valid
h,u,s,k,y,*,*,*,valid
t,r,u,c,e,s,*,*,valid
a,s,k,s,*,*,*,*,valid
c,o,u,n,t,e,s,s,valid
c,q,t,*,*,*,*,*,invalid
n,v,t,*,*,*,*,*,invalid
d,m,w,i,*,*,*,*,invalid
w,a,g,g,e,d,*,*,valid
q,u,a,i,n,t,e,r,valid
n,m,b,*,*,*,*,*,invalid
e,m,a,n,a,t,e,s,valid
s,e,o,n,r,r,*,*,invalid
c,l,o,v,e,n,*,*,valid
h,r,y,u,e,*,*,*,invalid
p,q,j,n,l,*,*,*,invalid
v,y,d,a,k,*,*,*,invalid
f,e,a,r,*,*,*,*,valid
m,p,c,q,*,*,*,*,invalid
a,m,u,l,e,t,s,*,valid
d,i,c,t,u,m,*,*,valid
m,f,d,w,v,*,*,*,invalid
m,n,w,*,*,*,*,*,invalid
m,i,s,d,o,i,n,g,valid
t,r,e,s,s,e,s,*,valid
s,t,f,*,*,*,*,*,invalid
y,e,r,*,*,*,*,*,invalid
j,j,m,x,m,v,*,*,invalid
m,t,e,e,s,*,*,*,invalid
n,d,o,l,y,m,e,*,invalid
j,o,i,n,s,*,*,*,valid
c,o,p,u,l,a,t,e,valid
e,c,l,i,p,s,e,*,valid
f,u,s,s,e,s,*,*,valid
k,y,q,g,*,*,*,*,invalid
c,j,n,o,*,*,*,*,invalid
q,s,f,*,*,*,*,*,invalid
j,g,p,r,e,w,b,*,invalid
r,n,r,*,*,*,*,*,invalid
y,r,v,k,w,l,*,*,invalid
g,s,e,b,*,*,*,*,invalid
x,t,o,q,g,s,*,*,invalid
m,e,e,k,e,s,t,*,valid
u,c,v,s,o,*,*,*,invalid
x,g,a,k,y,q,*,*,invalid
s,t,a,g,e,*,*,*,valid
c,u,t,t,e,r,s,*,valid
g,b,e,*,*,*,*,*,invalid
y,u,o,f,*,*,*,*,invalid
j,y,l,r,*,*,*,*,invalid
a,p,u,l,u,w,k,*,invalid
a,d,o,r,i,n,g,*,valid
b,a,f,t,s,x,*,*,invalid
c,j,n,i,*,*,*,*,invalid
d,g,w,b,r,l,d,*,invalid
g,g,x,l,i,m,*,*,invalid
w,r,j,r,v,*,*,*,invalid
q,d,m,d,a,l,*,*,invalid
a,d,j,o,i,n,*,*,valid
c,r,a,y,o,n,*,*,valid
g,c,u,*,*,*,*,*,invalid
z,y,g,o,t,e,*,*,valid
c,o,m,m,o,d,e,*,valid
s,a,c,h,e,m,*,*,valid
r,c,y,*,*,*,*,*,invalid
i,c,e,b,e,r,g,s,valid
t,m,f,h,e,f,t,*,invalid
j,k,d,g,t,*,*,*,invalid
u,s,t,e,e,g,h,*,invalid
b,o,o,z,e,d,*,*,valid
m,q,p,s,j,t,l,*,invalid
n,e,r,b,b,w,n,*,invalid
p,o,t,t,e,r,e,d,valid
g,r,o,u,*,*,*,*,invalid
n,q,m,p,p,*,*,*,invalid
b,a,r,t,e,r,*,*,valid
d,s,f,g,o,*,*,*,invalid
i,j,m,a,u,l,s,*,invalid
j,f,h,*,*,*,*,*,invalid
u,q,o,c,e,e,d,*,invalid
t,t,e,l,*,*,*,*,invalid
s,o,c,i,a,b,l,y,valid
f,o,x,m,c,f,*,*,invalid
d,e,l,v,i,n,g,*,valid
k,x,g,l,r,r,*,*,invalid
o,v,e,r,f,l,o,w,valid
n,r,i,*,*,*,*,*,invalid
t,m,k,*,*,*,*,*,invalid
t,e,e,t,e,r,s,*,valid
c,x,s,c,a,x,b,*,invalid
m,i,n,i,*,*,*,*,valid
p,o,p,i,n,j,a,y,valid
m,j,p,v,i,v,*,*,invalid
a,p,u,a,m,*,*,*,invalid
s,i,f,x,n,w,r,*,invalid
d,i,c,t,a,*,*,*,valid
s,t,r,u,t,s,*,*,valid
o,u,t,p,o,s,t,*,valid
r,x,p,*,*,*,*,*,invalid
u,d,a,v,d,a,*,*,invalid
l,a,r,i,a,t,s,*,valid
q,m,p,*,*,*,*,*,invalid
e,p,m,*,*,*,*,*,invalid
r,e,m,a,r,k,s,*,valid
k,s,m,o,c,x,*,*,invalid
e,t,x,r,*,*,*,*,invalid
x,c,y,d,w,*,*,*,invalid
s,h,i,m,m,e,r,*,valid
p,b,f,s,b,n,*,*,invalid
a,r,g,f,*,*,*,*,invalid
g,i,r,s,u,w,f,*,invalid
o,s,p,t,n,v,*,*,invalid
p,s,s,*,*,*,*,*,invalid
t,a,m,e,s,*,*,*,valid
c,h,y,n,*,*,*,*,invalid
e,n,d,w,i,s,e,*,valid
w,w,n,*,*,*,*,*,invalid
d,t,g,l,x,*,*,*,invalid
n,p,n,r,f,l,*,*,invalid
x,l,x,w,a,*,*,*,invalid
p,i,g,g,i,n,g,*,valid
o,g,h,p,*,*,*,*,invalid
s,c,a,n,n,e,r,s,valid
c,a,k,*,*,*,*,*,invalid
a,p,r,k,f,j,*,*,invalid
r,e,f,o,r,m,*,*,valid
q,i,d,e,*,*,*,*,invalid
s,w,a,m,p,e,d,*,valid
i,n,s,t,i,l,*,*,valid
f,e,f,d,t,r,*,*,invalid
k,g,c,e,*,*,*,*,invalid
c,h,i,n,n,e,d,*,valid
p,y,v,d,g,d,*,*,invalid
d,b,u,m,f,s,t,*,invalid
u,n,m,o,v,e,d,*,valid
g,q,v,e,*,*,*,*,invalid
t,c,l,t,v,*,*,*,invalid
s,w,e,a,t,i,n,g,valid
b,u,r,b,l,e,d,*,valid
r,e,s,t,l,e,s,s,valid
v,k,f,*,*,*,*,*,invalid
q,b,c,*,*,*,*,*,invalid
u,a,f,l,m,*,*,*,invalid
b,u,n,t,i,n,g,*,valid
t,w,e,e,t,i,n,g,valid
c,r,e,t,i,n,s,*,valid
w,i,x,k,m,w,e,*,invalid
t,m,o,r,j,u,*,*,invalid
u,n,s,a,f,e,*,*,valid
e,g,r,e,s,s,*,*,valid
t,o,x,i,o,*,*,*,invalid
r,u,b,b,e,d,*,*,valid
p,j,d,u,*,*,*,*,invalid
h,e,d,o,n,i,s,t,valid
m,o,n,g,e,r,e,d,valid
e,f,h,a,g,*,*,*,invalid
j,f,w,*,*,*,*,*,invalid
l,e,e,k,*,*,*,*,valid
o,c,t,a,g,o,n,*,valid
v,e,y,y,*,*,*,*,invalid
b,t,p,k,c,a,*,*,invalid
c,o,o,p,e,r,s,*,valid
w,e,h,*,*,*,*,*,invalid
h,i,e,i,n,g,*,*,valid
p,u,p,*,*,*,*,*,valid
k,i,b,i,t,z,*,*,valid
b,e,h,o,l,d,s,*,valid
v,i,e,w,s,*,*,*,valid
v,m,r,b,*,*,*,*,invalid
k,n,k,*,*,*,*,*,invalid
i,n,l,i,i,c,*,*,invalid
m,a,f,v,a,*,*,*,invalid
x,b,q,w,a,k,*,*,invalid
b,a,n,d,*,*,*,*,valid
j,t,s,*,*,*,*,*,invalid
f,f,o,g,w,q,x,*,invalid
p,e,a,c,o,c,k,s,valid
v,f,j,j,u,f,*,*,invalid
p,o,s,t,a,l,*,*,valid
h,o,r,s,y,*,*,*,valid
s,k,d,b,k,*,*,*,invalid
b,p,l,d,e,u,*,*,invalid
x,j,m,y,*,*,*,*,invalid
c,l,e,f,t,s,*,*,valid
w,r,v,*,*,*,*,*,invalid
a,s,f,b,j,t,t,*,invalid
b,r,o,i,l,i,n,g,valid
h,s,j,q,b,s,*,*,invalid
f,l,a,t,t,e,r,y,valid
y,c,t,d,l,*,*,*,invalid
i,j,s,x,r,s,x,*,invalid
p,o,i,n,t,e,r,*,valid
v,o,i,p,h,h,r,*,invalid
y,d,h,f,f,*,*,*,invalid
i,p,q,y,e,n,i,*,invalid
h,o,l,l,o,w,l,y,valid
d,a,t,s,*,*,*,*,invalid
m,a,p,p,i,n,g,*,valid
m,a,m,y,h,k,*,*,invalid
k,b,e,j,e,*,*,*,invalid
h,p,u,m,k,i,i,*,invalid
j,n,s,l,*,*,*,*,invalid
q,w,m,p,x,s,*,*,invalid
j,i,f,b,b,s,u,*,invalid
p,e,o,p,l,i,n,g,valid
a,i,d,s,r,*,*,*,invalid
l,f,p,*,*,*,*,*,invalid
p,w,o,j,f,r,o,*,invalid
j,t,l,u,k,t,p,*,invalid
k,x,l,*,*,*,*,*,invalid
c,r,o,*,*,*,*,*,invalid
y,x,h,*,*,*,*,*,invalid
s,c,r,u,p,l,e,*,valid
g,r,a,v,y,*,*,*,valid
w,j,e,f,f,q,*,*,invalid
a,y,a,g,q,g,t,*,invalid
e,j,w,o,u,*,*,*,invalid
h,u,c,t,d,*,*,*,invalid
f,o,r,d,i,n,g,*,valid
m,b,v,*,*,*,*,*,invalid
s,l,c,l,v,*,*,*,invalid
s,w,a,b,b,e,d,*,valid
