char01,char02,char03,char04,char05,char06,char07,char08,Valid
l,h,q,y,p,*,*,*,invalid
i,i,l,w,b,n,e,*,invalid
n,k,d,o,i,j,a,*,invalid
q,x,w,c,f,*,*,*,invalid
l,l,s,*,*,*,*,*,invalid
w,r,o,c,v,n,h,*,invalid
f,g,g,l,s,k,i,*,invalid
w,j,p,n,e,*,*,*,invalid
p,e,o,n,y,*,*,*,valid
w,a,c,k,e,s,t,*,valid
m,a,t,c,h,i,n,g,valid
o,n,j,m,q,e,r,*,invalid
x,o,v,j,j,w,*,*,invalid
r,e,c,o,u,p,e,d,valid
s,p,a,n,k,*,*,*,valid
x,y,q,r,u,h,x,*,invalid
c,o,n,t,e,x,t,*,valid
s,g,n,c,k,r,p,*,invalid
k,q,x,*,*,*,*,*,invalid
f,c,w,k,*,*,*,*,invalid
t,o,u,g,h,*,*,*,valid
d,r,a,s,d,o,n,*,invalid
t,y,u,*,*,*,*,*,invalid
l,f,d,*,*,*,*,*,invalid
u,o,h,c,c,n,p,*,invalid
r,t,d,u,t,*,*,*,invalid
l,i,s,s,o,m,*,*,valid
i,x,w,o,j,u,j,*,invalid
k,i,n,*,*,*,*,*,invalid
a,t,q,v,s,*,*,*,invalid
j,l,u,a,c,*,*,*,invalid
o,q,y,*,*,*,*,*,invalid
d,u,c,h,i,e,s,*,valid
x,j,j,f,*,*,*,*,invalid
g,m,r,q,w,*,*,*,invalid
p,i,l,f,e,r,e,d,valid
u,p,s,t,r,e,a,m,valid
x,x,q,h,g,q,*,*,invalid
o,o,i,*,*,*,*,*,invalid
c,h,i,l,d,*,*,*,valid
f,m,q,d,f,h,t,*,invalid
s,o,r,r,i,e,r,*,valid
v,b,s,w,q,*,*,*,invalid
l,j,s,d,e,*,*,*,invalid
b,s,i,r,i,*,*,*,invalid
i,b,s,h,q,l,*,*,invalid
x,p,y,h,*,*,*,*,invalid
s,c,u,b,a,*,*,*,valid
r,u,m,o,r,s,*,*,valid
d,j,o,i,r,y,q,*,invalid
t,o,u,g,h,e,s,t,valid
j,b,i,k,g,*,*,*,invalid
x,g,j,t,s,*,*,*,invalid
o,h,h,x,u,p,m,*,invalid
s,v,b,b,l,d,*,*,invalid
h,s,f,x,j,*,*,*,invalid
v,o,o,d,o,o,s,*,valid
d,u,c,s,o,u,r,*,invalid
b,v,t,w,*,*,*,*,invalid
u,p,f,c,a,*,*,*,invalid
k,i,w,n,s,r,j,*,invalid
q,j,u,r,s,*,*,*,invalid
h,o,o,r,a,h,*,*,valid
t,i,p,p,l,e,r,s,valid
c,v,h,*,*,*,*,*,invalid
s,n,v,*,*,*,*,*,invalid
c,x,w,a,*,*,*,*,invalid
h,a,r,k,e,n,e,d,valid
n,o,x,*,*,*,*,*,invalid
n,s,b,q,t,o,*,*,invalid
h,e,b,q,p,*,*,*,invalid
m,o,d,u,l,e,*,*,valid
f,l,l,v,y,p,*,*,invalid
k,i,s,w,s,b,b,*,invalid
t,m,i,f,q,d,h,*,invalid
s,d,o,p,t,w,t,*,invalid
v,s,h,u,h,b,i,*,invalid
b,e,t,x,a,*,*,*,invalid
r,k,d,k,t,y,*,*,invalid
o,c,c,s,v,n,*,*,invalid
e,t,s,y,r,*,*,*,invalid
h,o,n,o,r,i,n,g,valid
w,c,f,q,q,t,v,*,invalid
g,u,z,z,l,e,r,s,valid
l,i,c,o,r,i,c,e,valid
f,t,w,*,*,*,*,*,invalid
a,a,a,l,u,w,n,*,invalid
n,m,d,d,r,k,*,*,invalid
w,h,i,m,s,i,e,s,valid
k,l,t,i,*,*,*,*,invalid
y,s,f,r,*,*,*,*,invalid
s,b,u,u,*,*,*,*,invalid
s,q,v,*,*,*,*,*,invalid
q,y,o,*,*,*,*,*,invalid
d,e,v,*,*,*,*,*,invalid
u,q,v,y,*,*,*,*,invalid
w,e,l,*,*,*,*,*,invalid
e,k,p,u,t,*,*,*,invalid
y,a,d,e,k,p,*,*,invalid
s,p,o,i,l,e,r,s,valid
u,u,c,*,*,*,*,*,invalid
l,i,a,i,s,i,n,g,valid
q,d,m,l,x,*,*,*,invalid
n,l,a,g,e,u,*,*,invalid
d,r,i,z,z,l,e,d,valid
d,a,r,*,*,*,*,*,invalid
y,y,o,*,*,*,*,*,invalid
e,m,b,a,l,m,*,*,valid
e,e,m,i,i,h,c,*,invalid
w,r,a,p,p,e,r,*,valid
a,s,y,o,s,*,*,*,invalid
l,e,a,p,t,*,*,*,valid
t,h,e,o,r,y,*,*,valid
c,o,d,d,i,n,g,*,valid
e,t,v,o,*,*,*,*,invalid
r,v,d,g,x,*,*,*,invalid
j,r,e,j,x,*,*,*,invalid
e,e,v,r,*,*,*,*,invalid
p,c,p,d,v,d,*,*,invalid
m,a,r,t,y,r,e,d,valid
o,n,f,f,r,*,*,*,invalid
t,x,k,u,e,*,*,*,invalid
a,v,j,e,d,o,*,*,invalid
m,i,l,i,t,a,t,e,valid
u,t,m,j,*,*,*,*,invalid
n,x,x,j,x,*,*,*,invalid
o,w,t,*,*,*,*,*,invalid
i,p,g,y,c,u,n,*,invalid
p,p,s,n,t,h,s,*,invalid
f,e,e,t,*,*,*,*,valid
a,s,s,e,t,s,*,*,valid
j,w,c,l,n,o,x,*,invalid
u,w,p,m,r,*,*,*,invalid
a,o,x,*,*,*,*,*,invalid
w,r,y,e,s,t,*,*,valid
n,b,s,a,g,*,*,*,invalid
h,x,r,*,*,*,*,*,invalid
j,y,t,e,*,*,*,*,invalid
w,n,j,y,y,*,*,*,invalid
h,i,e,*,*,*,*,*,valid
f,b,u,s,l,*,*,*,invalid
b,x,i,k,*,*,*,*,invalid
g,a,u,c,h,e,s,t,valid
c,p,g,w,m,h,j,*,invalid
c,a,x,*,*,*,*,*,invalid
s,s,j,n,j,w,r,*,invalid
q,k,m,*,*,*,*,*,invalid
c,k,s,l,v,j,*,*,invalid
h,h,r,f,l,d,*,*,invalid
g,u,s,t,e,d,*,*,valid
b,e,s,o,m,*,*,*,valid
o,g,d,e,v,q,*,*,invalid
h,e,a,r,*,*,*,*,valid
h,p,d,p,o,v,c,*,invalid
s,f,b,*,*,*,*,*,invalid
m,d,j,*,*,*,*,*,invalid
k,n,s,b,o,u,n,*,invalid
w,c,e,*,*,*,*,*,invalid
v,g,r,*,*,*,*,*,invalid
j,w,y,y,*,*,*,*,invalid
u,o,j,p,*,*,*,*,invalid
y,o,c,e,h,d,*,*,invalid
c,g,l,*,*,*,*,*,invalid
a,g,i,t,a,t,e,*,valid
p,a,t,s,y,*,*,*,valid
b,t,r,r,*,*,*,*,invalid
e,v,p,m,m,*,*,*,invalid
a,i,k,h,v,s,r,*,invalid
g,i,k,*,*,*,*,*,invalid
i,n,f,l,e,c,t,s,valid
m,o,s,q,u,i,t,o,valid
n,x,q,*,*,*,*,*,invalid
c,r,u,m,b,l,e,d,valid
t,u,m,b,l,e,*,*,valid
p,t,s,k,*,*,*,*,invalid
y,k,e,m,j,p,y,*,invalid
n,i,g,*,*,*,*,*,invalid
t,t,k,u,p,q,*,*,invalid
q,w,y,t,p,j,u,*,invalid
w,y,o,*,*,*,*,*,invalid
c,o,n,n,i,v,e,*,valid
a,d,v,i,s,o,r,s,valid
h,a,o,n,c,d,l,*,invalid
m,o,m,e,n,t,*,*,valid
o,k,f,a,*,*,*,*,invalid
m,q,k,w,p,*,*,*,invalid
o,u,t,l,i,v,e,d,valid
s,t,a,l,l,i,n,g,valid
i,v,m,j,*,*,*,*,invalid
c,d,e,l,j,*,*,*,invalid
i,v,c,v,f,o,*,*,invalid
c,o,m,b,i,n,e,s,valid
j,p,w,e,*,*,*,*,invalid
a,i,y,c,d,c,a,*,invalid
e,i,f,b,*,*,*,*,invalid
r,p,p,e,*,*,*,*,invalid
d,i,n,n,e,r,s,*,valid
x,l,m,*,*,*,*,*,invalid
t,p,j,d,o,y,*,*,invalid
r,e,n,e,w,a,l,s,valid
l,i,i,v,x,*,*,*,invalid
c,j,s,*,*,*,*,*,invalid
q,r,j,g,s,m,p,*,invalid
j,o,i,n,t,l,y,*,valid
k,b,p,h,o,l,*,*,invalid
p,g,k,j,u,a,p,*,invalid
o,m,k,b,m,*,*,*,invalid
b,o,u,n,d,i,n,g,valid
u,u,s,n,x,l,*,*,invalid
s,e,n,s,e,d,*,*,valid
d,r,i,n,k,e,r,s,valid
r,e,d,u,m,b,*,*,invalid
p,a,r,t,e,d,*,*,valid
v,k,x,*,*,*,*,*,invalid
j,v,v,c,*,*,*,*,invalid
t,u,m,b,l,i,n,g,valid
x,c,d,d,v,*,*,*,invalid
p,r,e,d,i,c,t,s,valid
a,i,r,s,h,i,p,*,valid
u,i,h,s,o,*,*,*,invalid
m,r,p,*,*,*,*,*,invalid
r,e,o,r,d,e,r,s,valid
h,e,n,n,a,i,n,g,valid
r,i,i,*,*,*,*,*,invalid
b,o,l,t,s,*,*,*,valid
a,b,x,c,p,q,f,*,invalid
w,a,s,p,*,*,*,*,valid
x,o,g,i,*,*,*,*,invalid
t,i,n,s,*,*,*,*,valid
o,h,r,e,b,h,t,*,invalid
w,o,r,d,e,d,*,*,valid
m,a,p,i,*,*,*,*,invalid
i,j,w,s,o,*,*,*,invalid
c,a,s,t,o,r,*,*,valid
j,e,o,g,i,v,w,*,invalid
j,v,i,*,*,*,*,*,invalid
o,a,r,s,m,e,n,*,valid
i,q,k,x,u,u,*,*,invalid
g,e,n,e,s,i,s,*,valid
v,i,r,e,o,s,*,*,valid
r,o,m,o,*,*,*,*,invalid
k,d,r,*,*,*,*,*,invalid
k,n,f,*,*,*,*,*,invalid
w,m,b,*,*,*,*,*,invalid
c,a,v,s,l,*,*,*,invalid
h,r,b,o,a,y,r,*,invalid
o,q,k,g,b,x,*,*,invalid
s,o,q,m,p,l,e,*,invalid
x,g,n,b,q,o,m,*,invalid
q,r,i,i,x,*,*,*,invalid
n,u,z,z,l,i,n,g,valid
i,n,y,*,*,*,*,*,invalid
n,o,o,d,l,e,*,*,valid
e,j,e,c,t,i,n,g,valid
c,h,e,w,y,*,*,*,valid
g,j,e,n,n,g,r,*,invalid
n,u,m,e,r,a,l,*,valid
h,i,f,*,*,*,*,*,invalid
u,t,i,l,i,z,e,d,valid
q,j,e,w,*,*,*,*,invalid
r,a,n,*,*,*,*,*,invalid
o,p,a,*,*,*,*,*,invalid
m,l,n,g,y,l,u,*,invalid
s,h,a,f,t,e,d,*,valid
p,r,o,c,e,e,d,*,valid
x,f,t,y,*,*,*,*,invalid
l,a,p,i,d,a,r,y,valid
e,v,b,h,t,*,*,*,invalid
g,a,v,d,a,r,q,*,invalid
p,q,m,f,v,o,*,*,invalid
m,e,l,t,i,n,g,*,valid
p,e,p,t,i,c,s,*,valid
g,a,x,q,*,*,*,*,invalid
w,q,f,d,h,w,*,*,invalid
t,w,e,r,k,e,d,*,valid
b,o,o,t,e,e,s,*,valid
w,r,k,q,h,t,l,*,invalid
g,v,n,m,p,*,*,*,invalid
h,e,f,t,i,e,s,t,valid
h,x,w,s,*,*,*,*,invalid
i,k,o,n,*,*,*,*,valid
a,i,y,*,*,*,*,*,invalid
t,h,m,v,g,*,*,*,invalid
a,k,q,k,v,*,*,*,invalid
r,i,f,l,e,d,*,*,valid
c,h,a,r,i,l,y,*,valid
r,o,r,*,*,*,*,*,invalid
s,d,e,q,c,*,*,*,invalid
c,a,r,e,e,r,*,*,valid
w,a,i,t,r,e,s,s,valid
y,x,d,b,l,u,*,*,invalid
p,s,w,m,v,*,*,*,invalid
v,e,v,m,q,*,*,*,invalid
d,i,b,b,l,i,n,g,valid
x,i,m,a,*,*,*,*,invalid
v,f,j,u,x,x,*,*,invalid
a,g,c,t,w,o,b,*,invalid
c,o,p,e,s,*,*,*,valid
s,c,o,l,d,e,d,*,valid
f,l,a,i,l,i,n,g,valid
e,m,i,g,r,a,t,e,valid
c,g,m,*,*,*,*,*,invalid
r,u,f,f,i,a,n,*,valid
a,x,b,p,m,t,p,*,invalid
m,e,l,a,n,o,m,a,valid
e,f,x,v,h,r,*,*,invalid
q,m,h,e,i,w,v,*,invalid
s,l,i,p,p,e,r,y,valid
h,s,u,*,*,*,*,*,invalid
y,l,n,*,*,*,*,*,invalid
u,o,e,x,p,c,y,*,invalid
x,c,m,h,*,*,*,*,invalid
b,h,y,k,g,q,c,*,invalid
t,b,i,v,e,*,*,*,invalid
t,o,k,d,*,*,*,*,invalid
s,a,k,y,*,*,*,*,invalid
w,o,b,n,q,r,y,*,invalid
b,u,g,l,e,*,*,*,valid
r,f,y,t,d,a,*,*,invalid
r,n,r,h,m,s,*,*,invalid
a,m,p,e,r,e,s,*,valid
k,t,q,w,b,e,d,*,invalid
v,j,x,t,g,t,*,*,invalid
b,f,g,h,g,*,*,*,invalid
j,v,k,w,d,n,q,*,invalid
p,r,o,u,d,*,*,*,valid
v,t,h,*,*,*,*,*,invalid
m,a,r,i,n,a,d,e,valid
i,t,q,j,*,*,*,*,invalid
h,e,x,e,d,*,*,*,valid
c,a,c,h,e,s,*,*,valid
a,u,d,y,k,q,w,*,invalid
b,i,l,m,r,*,*,*,invalid
t,f,d,a,c,o,*,*,invalid
i,j,n,a,*,*,*,*,invalid
m,d,r,f,r,q,*,*,invalid
d,o,d,p,h,*,*,*,invalid
l,n,d,c,l,*,*,*,invalid
t,k,h,*,*,*,*,*,invalid
a,r,v,s,c,s,h,*,invalid
c,d,a,g,*,*,*,*,invalid
b,u,g,l,e,r,s,*,valid
j,n,l,*,*,*,*,*,invalid
c,o,n,s,u,m,e,*,valid
d,b,s,g,d,p,m,*,invalid
w,v,d,y,*,*,*,*,invalid
c,o,u,p,l,e,s,*,valid
p,h,o,n,y,*,*,*,valid
b,a,t,t,i,e,r,*,valid
e,x,p,e,n,d,s,*,valid
s,h,u,n,t,*,*,*,valid
r,e,a,d,i,e,r,*,valid
b,y,w,v,*,*,*,*,invalid
t,k,q,*,*,*,*,*,invalid
f,i,d,d,l,e,r,s,valid
q,w,k,c,g,g,*,*,invalid
r,l,s,*,*,*,*,*,invalid
q,v,t,d,r,*,*,*,invalid
q,c,g,n,r,s,g,*,invalid
t,m,j,k,m,*,*,*,invalid
h,i,k,v,q,*,*,*,invalid
r,e,q,d,*,*,*,*,invalid
l,a,n,k,e,r,*,*,valid
v,e,v,x,f,b,*,*,invalid
u,a,c,v,e,w,g,*,invalid
b,a,r,g,a,i,n,*,valid
y,a,r,n,s,*,*,*,valid
c,o,n,s,i,g,n,*,valid
t,f,a,b,v,*,*,*,invalid
g,a,i,*,*,*,*,*,invalid
b,u,f,*,*,*,*,*,invalid
t,o,j,l,u,*,*,*,invalid
f,k,k,l,k,n,o,*,invalid
p,i,n,w,h,e,e,l,valid
c,g,s,j,s,j,s,*,invalid
s,e,t,t,e,e,s,*,valid
t,o,u,r,s,*,*,*,valid
c,o,m,b,a,t,e,d,valid
r,a,m,f,q,f,r,*,invalid
i,n,h,u,m,a,n,*,valid
r,u,n,a,b,o,u,t,valid
b,e,s,i,e,g,e,d,valid
f,h,x,v,y,h,*,*,invalid
r,i,c,u,q,w,*,*,invalid
i,w,s,p,d,*,*,*,invalid
t,e,q,*,*,*,*,*,invalid
y,p,o,v,r,*,*,*,invalid
g,i,w,l,q,*,*,*,invalid
r,a,t,*,*,*,*,*,invalid
f,l,u,x,e,d,*,*,valid
v,l,y,*,*,*,*,*,invalid
v,b,e,t,*,*,*,*,invalid
j,n,u,g,f,r,o,*,invalid
i,x,l,y,*,*,*,*,invalid
d,a,r,t,e,d,*,*,valid
j,j,d,s,w,b,*,*,invalid
k,l,v,p,*,*,*,*,invalid
g,e,n,e,r,a,t,e,valid
h,a,g,g,l,i,n,g,valid
i,g,h,m,*,*,*,*,invalid
d,i,v,i,n,g,*,*,valid
x,n,d,s,x,k,h,*,invalid
b,l,a,b,b,e,d,*,valid
m,n,m,*,*,*,*,*,invalid
n,i,n,f,k,*,*,*,invalid
h,r,q,*,*,*,*,*,invalid
g,l,r,*,*,*,*,*,invalid
v,x,l,p,*,*,*,*,invalid
c,a,n,e,f,m,*,*,invalid
n,j,u,*,*,*,*,*,invalid
w,r,p,r,*,*,*,*,invalid
d,x,i,n,v,s,*,*,invalid
l,c,b,k,*,*,*,*,invalid
a,c,a,x,k,f,u,*,invalid
m,a,d,a,*,*,*,*,valid
o,k,a,y,i,n,g,*,valid
a,t,t,e,m,p,t,*,valid
r,e,l,i,a,b,l,e,valid
a,g,u,s,q,r,*,*,invalid
y,x,d,x,c,*,*,*,invalid
d,x,o,*,*,*,*,*,invalid
w,v,m,i,*,*,*,*,invalid
t,e,r,r,i,f,y,*,valid
g,x,f,v,u,*,*,*,invalid
r,e,d,e,e,m,s,*,valid
a,q,u,a,t,i,c,s,valid
h,a,f,*,*,*,*,*,invalid
y,i,q,d,o,b,r,*,invalid
h,n,n,m,w,u,*,*,invalid
x,k,q,i,*,*,*,*,invalid
b,c,i,c,p,*,*,*,invalid
s,c,v,t,k,d,j,*,invalid
b,a,r,r,a,g,e,s,valid
s,l,u,g,g,e,d,*,valid
k,e,e,n,n,e,s,s,valid
r,k,j,d,*,*,*,*,invalid
b,w,d,i,k,*,*,*,invalid
s,o,o,n,*,*,*,*,valid
t,h,i,*,*,*,*,*,invalid
m,y,e,l,*,*,*,*,invalid
m,w,c,*,*,*,*,*,invalid
i,w,t,o,w,*,*,*,invalid
b,e,l,x,u,p,*,*,invalid
k,m,w,p,q,*,*,*,invalid
p,a,r,c,h,i,n,g,valid
j,u,x,k,*,*,*,*,invalid
p,a,n,e,l,i,s,t,valid
d,n,p,r,m,m,o,*,invalid
u,n,m,a,n,l,y,*,valid
j,a,b,e,u,*,*,*,invalid
u,m,h,o,*,*,*,*,invalid
a,c,y,l,*,*,*,*,invalid
u,x,u,b,g,w,v,*,invalid
h,i,l,l,o,c,k,s,valid
u,g,e,k,n,*,*,*,invalid
c,a,v,i,l,s,*,*,valid
n,o,d,d,y,*,*,*,valid
k,j,m,w,q,*,*,*,invalid
e,r,q,s,a,h,*,*,invalid
c,l,a,u,s,e,s,*,valid
q,u,i,e,t,u,d,e,valid
s,n,o,o,p,*,*,*,valid
o,q,a,q,a,r,*,*,invalid
c,v,s,w,*,*,*,*,invalid
a,l,v,*,*,*,*,*,invalid
b,t,w,a,w,r,*,*,invalid
e,n,a,m,e,l,*,*,valid
s,p,o,r,e,d,*,*,valid
s,e,l,e,c,t,s,*,valid
v,q,m,*,*,*,*,*,invalid
t,r,y,s,t,i,n,g,valid
a,n,t,h,r,a,x,*,valid
i,t,q,*,*,*,*,*,invalid
d,s,q,*,*,*,*,*,invalid
m,t,i,k,*,*,*,*,invalid
b,a,i,t,i,n,g,*,valid
v,b,d,i,s,n,m,*,invalid
s,h,o,u,t,s,*,*,valid
a,d,j,u,s,t,*,*,valid
a,v,i,a,r,i,e,s,valid
p,f,e,r,i,w,*,*,invalid
c,p,y,*,*,*,*,*,invalid
u,b,w,b,y,*,*,*,invalid
o,v,e,r,d,i,d,*,valid
s,u,p,p,l,e,r,*,valid
y,g,w,k,x,q,p,*,invalid
s,x,m,l,s,*,*,*,invalid
w,e,y,d,w,j,*,*,invalid
r,o,o,s,t,e,r,s,valid
w,e,e,p,i,n,g,s,valid
d,e,c,r,e,a,s,e,valid
c,a,r,d,e,d,*,*,valid
d,i,s,p,o,r,t,*,valid
d,i,n,n,e,r,*,*,valid
t,g,f,x,d,f,*,*,invalid
y,x,i,n,n,n,*,*,invalid
g,a,m,i,e,r,*,*,valid
l,q,e,o,*,*,*,*,invalid
l,u,q,d,j,h,k,*,invalid
s,e,n,s,e,*,*,*,valid
t,o,u,r,i,n,g,*,valid
s,h,o,v,i,n,g,*,valid
p,f,r,a,x,u,*,*,invalid
b,s,p,s,l,b,m,*,invalid
t,a,f,b,m,*,*,*,invalid
v,c,l,i,g,y,*,*,invalid
h,e,l,i,p,o,r,t,valid
j,g,b,c,d,v,d,*,invalid
u,n,p,i,c,k,*,*,valid
y,m,y,*,*,*,*,*,invalid
l,a,k,e,s,*,*,*,valid
j,t,u,r,l,*,*,*,invalid
s,o,i,l,i,n,g,*,valid
p,e,t,t,i,f,o,g,valid
o,j,n,n,r,*,*,*,invalid
e,r,m,g,h,*,*,*,invalid
d,s,q,e,*,*,*,*,invalid
a,g,n,o,s,t,i,c,valid
c,q,o,d,l,w,*,*,invalid
d,e,s,o,l,a,t,e,valid
e,u,f,i,*,*,*,*,invalid
p,r,i,o,r,y,*,*,valid
e,x,p,e,c,t,*,*,valid
p,u,c,k,s,*,*,*,valid
k,t,k,j,*,*,*,*,invalid
d,f,s,*,*,*,*,*,invalid
v,g,n,*,*,*,*,*,invalid
c,w,o,m,v,e,s,*,invalid
l,i,f,e,r,*,*,*,valid
y,f,r,a,u,x,k,*,invalid
y,q,k,p,g,u,*,*,invalid
e,b,u,x,*,*,*,*,invalid
u,d,e,g,o,t,o,*,invalid
p,u,l,l,e,y,*,*,valid
h,u,u,*,*,*,*,*,invalid
f,l,o,c,k,s,*,*,valid
p,a,n,c,a,k,e,*,valid
y,h,a,b,l,n,e,*,invalid
f,a,i,t,h,*,*,*,valid
a,c,t,i,v,i,t,y,valid
m,w,m,*,*,*,*,*,invalid
q,f,a,u,b,q,*,*,invalid
x,t,a,y,o,l,*,*,invalid
r,d,y,n,a,g,*,*,invalid
t,o,e,i,n,g,*,*,valid
n,d,d,e,c,h,w,*,invalid
m,i,d,w,i,f,e,*,valid
d,p,a,u,f,r,*,*,invalid
r,e,t,c,h,e,d,*,valid
o,y,o,m,p,*,*,*,invalid
g,y,c,w,d,h,*,*,invalid
j,i,g,s,a,w,n,*,valid
c,f,d,i,*,*,*,*,invalid
w,e,d,*,*,*,*,*,valid
c,l,i,m,a,x,e,s,valid
n,b,p,e,v,*,*,*,invalid
q,r,o,*,*,*,*,*,invalid
w,x,m,l,*,*,*,*,invalid
h,i,a,*,*,*,*,*,invalid
e,e,y,*,*,*,*,*,invalid
g,s,p,w,p,o,*,*,invalid
p,o,e,t,i,c,*,*,valid
c,r,a,p,p,i,n,g,valid
g,u,q,v,*,*,*,*,invalid
u,n,k,i,n,d,*,*,valid
m,y,e,*,*,*,*,*,invalid
j,f,w,i,m,r,*,*,invalid
s,c,a,r,e,d,*,*,valid
i,o,n,f,j,x,*,*,invalid
c,r,o,s,s,e,r,*,valid
m,s,p,f,*,*,*,*,invalid
d,o,m,p,a,f,*,*,invalid
s,m,p,t,t,*,*,*,invalid
n,n,q,a,r,r,x,*,invalid
f,s,m,p,e,g,p,*,invalid
k,x,p,k,*,*,*,*,invalid
y,d,v,i,d,*,*,*,invalid
h,i,f,c,r,e,*,*,invalid
a,i,a,o,a,j,*,*,invalid
j,c,r,m,f,h,*,*,invalid
m,u,r,a,l,*,*,*,valid
k,a,v,*,*,*,*,*,invalid
h,w,e,o,u,d,*,*,invalid
d,t,f,u,*,*,*,*,invalid
h,s,m,i,p,q,x,*,invalid
l,f,l,w,r,o,*,*,invalid
b,w,j,*,*,*,*,*,invalid
r,o,m,w,c,d,l,*,invalid
i,x,a,j,*,*,*,*,invalid
s,g,o,s,a,*,*,*,invalid
g,b,d,h,i,*,*,*,invalid
g,n,i,f,c,*,*,*,invalid
x,t,s,*,*,*,*,*,invalid
o,a,d,*,*,*,*,*,invalid
p,a,s,t,u,r,e,*,valid
j,i,f,g,s,i,p,*,invalid
u,d,f,s,o,*,*,*,invalid
s,t,a,y,*,*,*,*,valid
b,l,u,s,h,e,r,s,valid
b,o,r,i,x,s,n,*,invalid
a,g,o,p,o,b,o,*,invalid
o,j,r,t,n,c,*,*,invalid
w,g,f,w,r,y,*,*,invalid
d,y,n,t,y,*,*,*,invalid
u,j,l,n,g,f,g,*,invalid
m,f,s,*,*,*,*,*,invalid
b,r,a,m,b,l,e,*,valid
m,b,m,x,g,*,*,*,invalid
m,u,m,b,l,e,d,*,valid
k,i,w,a,q,*,*,*,invalid
r,c,d,*,*,*,*,*,invalid
t,r,b,o,e,*,*,*,invalid
m,n,t,l,*,*,*,*,invalid
h,q,x,e,w,u,h,*,invalid
f,e,n,d,e,r,*,*,valid
c,o,f,f,e,e,*,*,valid
m,n,q,x,d,q,t,*,invalid
c,t,y,w,x,y,n,*,invalid
g,a,l,l,e,o,n,s,valid
k,n,o,v,j,k,*,*,invalid
v,o,a,l,s,t,r,*,invalid
o,c,m,b,o,*,*,*,invalid
j,w,u,j,p,a,a,*,invalid
b,b,x,j,s,*,*,*,invalid
s,w,i,m,s,*,*,*,valid
g,d,v,f,b,t,*,*,invalid
x,i,o,h,v,c,*,*,invalid
m,g,h,*,*,*,*,*,invalid
a,a,g,*,*,*,*,*,invalid
g,b,k,*,*,*,*,*,invalid
e,x,t,r,e,m,e,s,valid
i,l,i,a,v,y,q,*,invalid
y,l,w,n,g,v,*,*,invalid
o,e,k,h,h,s,s,*,invalid
p,u,l,s,a,t,e,*,valid
g,m,g,j,w,*,*,*,invalid
j,a,d,*,*,*,*,*,invalid
i,s,s,u,e,s,*,*,valid
c,p,o,t,*,*,*,*,invalid
p,k,p,g,t,*,*,*,invalid
b,e,h,r,j,e,*,*,invalid
k,i,l,u,l,d,*,*,invalid
b,l,e,*,*,*,*,*,invalid
t,n,q,y,v,r,j,*,invalid
r,a,g,t,a,g,*,*,valid
b,f,k,c,n,a,*,*,invalid
d,n,x,p,f,a,a,*,invalid
a,n,g,r,i,e,s,t,valid
c,v,l,*,*,*,*,*,invalid
i,y,b,j,v,*,*,*,invalid
x,p,w,g,r,e,q,*,invalid
n,q,e,h,s,h,k,*,invalid
f,c,x,p,*,*,*,*,invalid
s,c,o,o,t,e,d,*,valid
l,k,i,m,c,t,*,*,invalid
j,u,g,g,i,n,g,*,valid
w,i,k,c,*,*,*,*,invalid
b,o,o,k,l,e,t,*,valid
s,i,n,e,w,*,*,*,valid
g,l,o,w,e,r,*,*,valid
o,a,r,l,o,c,k,s,valid
p,l,a,i,n,e,r,*,valid
n,l,n,c,l,f,*,*,invalid
v,e,n,g,e,f,u,l,valid
j,c,h,g,n,u,l,*,invalid
t,a,n,g,s,*,*,*,valid
d,i,v,a,n,*,*,*,valid
p,b,l,i,u,*,*,*,invalid
q,w,j,*,*,*,*,*,invalid
r,d,t,y,*,*,*,*,invalid
f,s,t,j,q,x,n,*,invalid
c,v,b,u,*,*,*,*,invalid
w,d,w,i,o,g,*,*,invalid
s,t,a,i,d,e,r,*,valid
j,t,d,b,j,u,*,*,invalid
n,p,i,m,p,u,g,*,invalid
s,k,i,r,m,i,s,h,valid
e,k,j,*,*,*,*,*,invalid
l,e,a,d,s,*,*,*,valid
g,j,j,*,*,*,*,*,invalid
r,i,b,b,o,n,*,*,valid
v,n,i,p,r,*,*,*,invalid
f,t,g,v,u,*,*,*,invalid
h,u,n,c,h,e,d,*,valid
f,q,u,*,*,*,*,*,invalid
r,k,f,x,*,*,*,*,invalid
k,u,d,e,*,*,*,*,invalid
o,h,e,g,a,h,a,*,invalid
e,w,k,*,*,*,*,*,invalid
r,d,a,i,k,y,*,*,invalid
u,p,s,u,r,g,e,*,valid
y,i,e,l,d,e,d,*,valid
j,q,f,q,l,b,m,*,invalid
v,d,e,n,x,x,h,*,invalid
d,a,h,*,*,*,*,*,invalid
u,r,i,n,a,l,*,*,valid
y,u,l,e,v,r,j,*,invalid
f,a,m,m,n,*,*,*,invalid
o,c,h,k,v,*,*,*,invalid
p,i,c,u,c,w,*,*,invalid
i,e,l,*,*,*,*,*,invalid
l,o,t,u,s,*,*,*,valid
l,i,b,e,l,e,r,s,valid
a,d,a,p,t,o,r,*,valid
x,p,f,n,m,d,r,*,invalid
x,i,u,*,*,*,*,*,invalid
t,s,a,r,i,n,a,*,valid
t,i,d,j,*,*,*,*,invalid
c,l,g,*,*,*,*,*,invalid
a,b,r,a,d,e,d,*,valid
